site_id,region,country,site_type,operator,latitude,longitude,DOA,FIRMWARE,INTERMITTENT,MECH_DAMAGE,NO_POWER,OTHER,OVERHEAT,RF_FAULT
ST-00270,EMEA,Spain,Cell Site,Deutsche Telekom,51.12416,19.32601,3,0,0,0,4,4,1,2
ST-00271,APAC,Australia,Data Center,Maxis,37.56004,103.00838,5,1,2,1,0,5,0,4
ST-00272,EMEA,Austria,Cell Site,Telia,49.74021,20.40594,1,4,1,1,5,5,4,4
ST-00273,EMEA,Austria,Integration Center,,47.81979,9.44279,4,4,2,3,0,3,4,3
ST-00274,EMEA,Germany,Cell Site,Telefónica,58.2181,-0.25588,2,2,1,1,3,2,1,3
ST-00275,EMEA,Germany,Cell Site,Deutsche Telekom,51.32212,28.81153,2,0,2,0,3,1,0,3
ST-00276,APAC,Indonesia,Cell Site,China Mobile,9.5795,113.12059,2,3,4,2,1,4,1,1
ST-00277,EMEA,Czechia,Warehouse,,59.38593,-8.56583,1,5,0,0,3,4,0,4
ST-00278,EMEA,Spain,Cell Site,Deutsche Telekom,50.74636,6.18166,1,5,0,5,3,4,1,2
ST-00279,EMEA,Poland,Integration Center,,54.2773,2.92963,3,3,6,5,3,1,1,5
ST-00280,APAC,Japan,Warehouse,,15.54245,115.78184,2,2,5,1,0,6,1,6
ST-00281,EMEA,Austria,Cell Site,Telenor,43.64705,0.38297,2,5,2,6,1,0,1,4
ST-00282,EMEA,Sweden,Integration Center,,43.88334,26.31804,2,4,4,2,0,2,2,2
ST-00283,APAC,India,Cell Site,China Mobile,14.36434,134.97162,1,4,3,2,2,6,3,2
ST-00284,APAC,India,Warehouse,,8.99577,123.60904,6,4,1,3,1,2,1,2
ST-00285,APAC,Japan,Data Center,Reliance Jio,30.05353,95.56829,3,2,3,3,5,0,3,3
ST-00286,EMEA,Netherlands,Cell Site,Vodafone,48.59965,-9.47654,4,4,1,3,0,1,1,1
ST-00287,EMEA,Germany,Integration Center,,58.20565,10.97048,5,2,3,1,2,5,0,4
ST-00288,AMER,Chile,Cell Site,T-Mobile US,-31.69106,-72.67108,2,2,1,1,1,1,4,1
ST-00289,APAC,Singapore,Warehouse,,35.5426,126.87606,3,2,0,2,4,2,1,5
ST-00290,APAC,South Korea,Cell Site,Telstra,6.21592,116.99439,0,10,2,1,1,6,0,2
ST-00291,AMER,Mexico,Warehouse,,30.97887,-67.9772,2,6,0,0,0,1,0,4
ST-00292,AMER,Argentina,Integration Center,,-33.55982,-88.65042,1,2,3,1,2,2,2,4
ST-00293,AMER,Mexico,Data Center,Claro,44.61794,-89.66273,2,5,4,3,2,2,1,4
ST-00294,APAC,Singapore,Warehouse,,19.42875,124.83326,1,4,0,2,1,3,0,5
ST-00295,EMEA,Italy,Cell Site,Vodafone,59.63997,7.03441,3,4,1,3,1,3,1,4
ST-00296,AMER,Chile,Warehouse,,10.33072,-77.65482,1,8,1,1,3,3,0,6
ST-00297,EMEA,Italy,Cell Site,Orange,40.85413,4.74713,2,5,2,1,0,6,1,5
ST-00298,APAC,Thailand,Integration Center,,17.94419,90.96617,2,3,2,2,2,5,3,4
ST-00299,EMEA,UK,Integration Center,,35.19036,-1.02765,3,5,0,2,1,3,3,5
ST-00300,APAC,India,Integration Center,,20.97671,137.78458,2,5,5,2,2,5,2,7
ST-00301,EMEA,Poland,Warehouse,,59.31511,15.88738,1,2,3,0,1,1,1,5
ST-00302,EMEA,Italy,Data Center,Telenor,55.67523,26.02798,3,5,1,7,2,2,0,5
ST-00303,EMEA,Poland,Data Center,Orange,55.97845,11.74829,2,1,2,3,1,3,0,8
ST-00304,APAC,Indonesia,Cell Site,Bharti Airtel,28.46277,90.18206,2,2,2,2,0,3,2,4
ST-00305,AMER,Argentina,Warehouse,,23.3264,-82.96545,5,5,1,2,1,2,1,6
ST-00306,EMEA,Poland,Warehouse,,51.11781,17.77631,4,4,1,0,1,2,0,3
ST-00307,EMEA,Germany,Cell Site,Deutsche Telekom,37.4474,24.98166,1,2,3,1,0,3,2,5
ST-00308,EMEA,Sweden,Data Center,Orange,39.39329,-9.58159,1,3,2,2,2,1,0,5
ST-00309,EMEA,France,Cell Site,Three,45.74268,-6.41337,2,1,0,5,4,6,0,5
ST-00310,EMEA,Sweden,Integration Center,,58.89943,1.35249,0,1,3,2,4,2,0,5
ST-00311,EMEA,Italy,Cell Site,Vodafone,40.58999,0.47959,9,6,6,5,2,4,2,5
ST-00312,AMER,Brazil,Warehouse,,-9.49795,-97.49706,1,2,1,4,2,2,1,5
ST-00313,EMEA,Czechia,Cell Site,Telefónica,48.50016,-9.27979,3,2,1,2,3,0,1,5
ST-00314,APAC,China,Data Center,China Mobile,30.12404,128.38651,2,3,1,1,3,3,1,4
ST-00315,EMEA,UK,Data Center,Deutsche Telekom,44.99245,28.83276,1,4,1,2,1,5,1,3
ST-00316,EMEA,Germany,Warehouse,,54.54484,-5.07738,5,3,1,1,2,2,2,5
ST-00317,AMER,Canada,Cell Site,Claro,53.18634,-66.19511,2,2,1,4,5,1,2,3
ST-00318,EMEA,UK,Cell Site,Orange,52.59976,16.13797,1,5,4,2,1,2,0,0
ST-00319,EMEA,Sweden,Warehouse,,50.11875,29.60904,0,2,2,0,4,2,0,3
ST-00320,EMEA,France,Cell Site,Vodafone,46.96231,-3.36688,3,4,3,2,1,4,2,5
ST-00321,APAC,Malaysia,Cell Site,Telstra,12.48389,108.76083,1,4,3,1,2,5,1,4
ST-00322,EMEA,Austria,Integration Center,,42.91076,-8.78591,5,2,3,0,2,5,3,7
ST-00323,EMEA,Italy,Integration Center,,36.84318,-9.80287,0,0,5,1,3,4,3,2
ST-00324,AMER,Chile,Warehouse,,26.12007,-73.41983,4,1,0,1,2,3,1,5
ST-00325,EMEA,Germany,Data Center,Telenor,36.70323,2.60738,4,2,3,4,2,2,3,5
ST-00326,EMEA,Germany,Cell Site,Vodafone,42.07531,8.14419,3,1,1,1,2,2,1,9
ST-00327,EMEA,France,Cell Site,Three,43.96742,22.82048,0,0,2,1,1,2,5,6
ST-00328,APAC,Malaysia,Warehouse,,35.42454,100.30205,4,3,4,0,1,5,4,1
ST-00329,AMER,Canada,Cell Site,T-Mobile US,-24.11018,-66.42778,1,5,0,2,2,1,2,4
ST-00330,AMER,Brazil,Warehouse,,10.13462,-87.02506,2,2,3,1,2,2,3,6
ST-00331,APAC,India,Cell Site,Singtel,3.00431,120.30624,2,3,4,3,2,2,3,4
ST-00332,AMER,USA,Cell Site,T-Mobile US,-16.30467,-98.49253,3,3,4,2,2,1,2,4
ST-00333,EMEA,Sweden,Cell Site,Deutsche Telekom,46.12022,13.8855,5,1,1,3,4,9,1,6
ST-00334,AMER,Brazil,Integration Center,,-19.57608,-73.94187,0,1,0,2,4,2,1,3
ST-00335,APAC,China,Warehouse,,8.36663,91.03699,3,0,3,3,4,2,2,0
ST-00336,AMER,Mexico,Data Center,Verizon,-21.59608,-76.5202,2,1,2,4,3,3,1,8
ST-00337,APAC,Indonesia,Data Center,Singtel,25.77707,133.23959,2,4,2,4,5,0,1,5
ST-00338,EMEA,Spain,Cell Site,Orange,36.55981,28.11831,3,3,0,1,3,3,0,8
ST-00339,AMER,USA,Warehouse,,11.97315,-90.17647,1,6,2,1,2,5,3,6
ST-00340,EMEA,Sweden,Cell Site,Telenor,44.13538,-7.77291,1,3,1,3,1,5,2,3
ST-00341,EMEA,UK,Cell Site,Telefónica,37.75229,25.29606,2,1,4,2,2,4,1,2
ST-00342,EMEA,Italy,Cell Site,Orange,37.6477,-7.76642,1,1,3,1,1,5,2,4
ST-00343,EMEA,Netherlands,Cell Site,Telia,49.9567,5.30939,1,6,3,1,1,8,2,3
ST-00344,EMEA,Sweden,Warehouse,,45.14823,-5.18907,3,3,0,2,6,5,2,4
ST-00345,AMER,Brazil,Cell Site,T-Mobile US,-31.02478,-65.37083,1,7,4,2,2,3,1,2
ST-00346,EMEA,Netherlands,Warehouse,,44.73845,-5.59571,2,4,2,3,3,6,0,2
ST-00347,APAC,Singapore,Warehouse,,8.80993,95.14547,1,2,3,1,4,5,0,3
ST-00348,EMEA,UK,Cell Site,Telia,46.95228,22.14019,3,2,6,5,0,2,0,6
ST-00349,APAC,Japan,Warehouse,,16.34598,120.99479,0,3,2,2,2,1,2,6
ST-00350,EMEA,Italy,Cell Site,Telenor,51.88615,18.48299,3,2,3,2,1,3,1,5
ST-00351,APAC,South Korea,Cell Site,Maxis,24.6157,117.7044,3,1,3,1,4,1,2,6
ST-00352,EMEA,Italy,Cell Site,A1 Telekom,46.95962,8.94419,3,0,2,3,1,3,1,6
ST-00353,EMEA,UK,Cell Site,Telenor,43.3233,10.18167,4,1,3,2,2,2,0,1
ST-00354,AMER,Chile,Data Center,Claro,8.11516,-87.22294,3,3,3,0,5,3,0,6
ST-00355,EMEA,Poland,Data Center,Telefónica,42.5287,7.84274,0,3,0,3,2,2,3,0
ST-00356,AMER,USA,Cell Site,Rogers,37.27441,-90.09181,1,4,2,1,1,5,0,5
ST-00357,EMEA,Sweden,Cell Site,Deutsche Telekom,56.13488,18.95842,2,4,4,4,3,4,1,2
ST-00358,EMEA,Czechia,Warehouse,,41.5473,-9.44696,4,7,0,2,1,4,2,5
ST-00359,EMEA,Austria,Cell Site,Deutsche Telekom,36.9205,25.31483,3,5,2,4,1,2,0,1
ST-00360,EMEA,Austria,Cell Site,Deutsche Telekom,55.17318,5.18307,4,2,1,1,4,3,4,1
ST-00361,EMEA,Spain,Warehouse,,36.54261,22.44528,4,2,2,1,2,5,1,2
ST-00362,APAC,Thailand,Warehouse,,10.95444,137.65589,2,1,2,4,5,4,2,3
ST-00363,AMER,Canada,Cell Site,AT&T,12.0608,-71.39287,1,1,1,4,3,2,1,6
ST-00364,APAC,South Korea,Cell Site,Bharti Airtel,19.01092,91.38431,2,7,2,0,5,2,3,3
ST-00365,APAC,Singapore,Cell Site,Reliance Jio,3.46368,138.79912,4,4,3,0,1,3,2,3
ST-00366,EMEA,Austria,Cell Site,Deutsche Telekom,45.3061,-2.67303,3,6,0,2,2,2,1,2
ST-00367,EMEA,Czechia,Cell Site,Deutsche Telekom,53.00739,25.28768,1,2,0,1,2,2,1,1
ST-00368,APAC,China,Integration Center,,11.41235,118.55621,1,3,5,2,1,1,1,4
ST-00369,EMEA,Poland,Cell Site,Deutsche Telekom,41.13468,22.90208,4,4,1,2,2,3,0,2
ST-00370,APAC,Australia,Data Center,NTT Docomo,4.38518,108.62627,4,1,2,1,1,2,1,5
ST-00371,EMEA,Poland,Warehouse,,44.4974,15.47698,6,2,1,3,4,2,2,6
ST-00372,EMEA,Netherlands,Cell Site,Deutsche Telekom,39.45524,9.00027,4,2,1,2,2,3,0,6
ST-00373,EMEA,Italy,Integration Center,,48.80115,25.63523,4,0,2,1,1,4,1,7
ST-00374,EMEA,Germany,Warehouse,,48.16631,-4.72307,4,3,0,2,0,2,2,4
ST-00375,EMEA,Austria,Cell Site,Vodafone,37.53337,26.96551,4,4,3,1,2,2,3,6
ST-00376,EMEA,Germany,Cell Site,A1 Telekom,59.49172,-3.31873,2,0,1,3,6,1,4,8
ST-00377,EMEA,UK,Cell Site,Telefónica,53.78385,0.0286,2,4,0,5,1,3,1,2
ST-00378,EMEA,Austria,Warehouse,,55.8229,-6.1357,2,0,2,3,1,1,2,4
ST-00379,EMEA,Poland,Cell Site,A1 Telekom,45.92802,13.84282,2,4,2,4,3,0,2,2
ST-00380,AMER,Chile,Warehouse,,41.72516,-65.73093,1,2,4,0,2,3,2,5
ST-00381,APAC,Vietnam,Integration Center,,8.18749,138.35593,0,3,0,2,2,3,1,4
ST-00382,APAC,Thailand,Integration Center,,25.90355,122.93865,2,3,3,0,2,6,2,4
ST-00383,APAC,India,Cell Site,SK Telecom,35.67073,106.01481,3,8,1,3,0,2,1,1
ST-00384,AMER,Chile,Warehouse,,2.36963,-60.60045,0,2,2,1,1,2,1,6
ST-00385,AMER,Chile,Integration Center,,-33.51157,-65.31364,1,3,1,3,2,7,3,3
ST-00386,APAC,Japan,Cell Site,Telstra,33.85774,103.12065,6,3,2,3,2,3,1,7
ST-00387,EMEA,Germany,Cell Site,Telefónica,55.54237,3.20972,2,6,1,2,0,3,2,4
ST-00388,EMEA,Netherlands,Cell Site,Deutsche Telekom,50.72443,7.87513,2,6,2,3,2,2,0,4
ST-00389,EMEA,France,Cell Site,Orange,37.53323,25.81436,3,2,4,1,0,4,2,4
ST-00390,APAC,Singapore,Cell Site,Telstra,22.26514,114.09055,0,2,2,2,3,5,1,3
ST-00391,EMEA,Spain,Warehouse,,56.98744,3.12082,2,1,3,2,2,2,1,2
ST-00392,EMEA,Spain,Data Center,Orange,49.25856,25.29101,2,3,1,3,1,2,1,4
ST-00393,APAC,Australia,Cell Site,Singtel,14.37236,129.67678,1,2,1,2,1,3,2,4
ST-00394,EMEA,Italy,Warehouse,,47.85927,-3.68934,2,2,0,1,2,1,1,5
ST-00395,APAC,Malaysia,Cell Site,Maxis,2.58307,126.33627,3,5,4,1,2,3,2,1
ST-00396,EMEA,Sweden,Cell Site,Orange,41.54688,22.62915,3,0,2,2,3,4,1,4
ST-00397,AMER,Argentina,Warehouse,,-17.99643,-77.28574,5,2,1,6,0,3,3,4
ST-00398,AMER,Brazil,Data Center,T-Mobile US,-26.58776,-70.56929,1,3,1,0,5,2,3,2
ST-00399,EMEA,Austria,Cell Site,Deutsche Telekom,54.14257,26.66184,3,8,2,1,2,3,1,1
ST-00400,EMEA,Poland,Cell Site,Telia,49.03399,-5.74233,1,6,5,3,4,5,2,4
ST-00401,EMEA,Spain,Cell Site,Telia,55.69413,2.55576,6,2,1,1,2,3,1,2
ST-00402,AMER,Canada,Warehouse,,45.96341,-60.88662,2,4,3,4,1,4,1,6
ST-00403,EMEA,Poland,Data Center,Telenor,38.31221,-6.68161,4,3,2,2,2,1,4,1
ST-00404,AMER,Colombia,Cell Site,Rogers,45.7843,-64.04495,3,3,1,3,3,8,4,5
ST-00405,APAC,Japan,Cell Site,Maxis,23.82271,134.40606,4,4,1,1,1,3,2,3
ST-00406,EMEA,Germany,Cell Site,Orange,58.26304,12.21558,0,3,3,2,1,5,3,9
ST-00407,AMER,Canada,Cell Site,TIM Brasil,26.78754,-75.45709,1,4,0,0,3,6,2,2
ST-00408,EMEA,Sweden,Cell Site,Deutsche Telekom,39.36498,7.44943,3,3,1,5,3,5,2,8
ST-00409,APAC,Thailand,Warehouse,,27.57399,120.51344,5,1,1,0,2,5,3,8
ST-00410,EMEA,France,Cell Site,Orange,40.37745,26.39037,0,4,3,0,1,4,2,4
ST-00411,EMEA,France,Cell Site,Telia,54.60171,-7.2617,3,5,1,0,2,2,2,4
ST-00412,APAC,Indonesia,Data Center,SK Telecom,14.41906,139.77691,1,2,1,4,0,2,2,2
ST-00413,APAC,Japan,Cell Site,Singtel,16.20259,123.1715,3,2,3,1,0,1,1,1
ST-00414,AMER,USA,Integration Center,,-25.93902,-87.56304,0,4,4,0,0,2,2,2
ST-00415,EMEA,Sweden,Warehouse,,57.05135,10.42158,2,4,2,2,0,1,3,5
ST-00416,AMER,USA,Cell Site,TIM Brasil,39.2601,-99.69362,3,1,1,0,1,3,1,5
ST-00417,EMEA,France,Cell Site,Three,51.65352,1.99713,2,3,1,3,5,2,2,4
ST-00418,EMEA,Poland,Warehouse,,56.51941,27.76186,5,3,1,1,2,2,0,5
ST-00419,APAC,Indonesia,Cell Site,China Mobile,27.81714,97.30394,4,4,0,3,2,6,2,3
ST-00420,APAC,China,Cell Site,China Mobile,19.25618,113.22477,2,2,0,3,3,3,0,7
ST-00421,EMEA,Poland,Warehouse,,55.75746,8.42463,1,1,4,2,1,2,1,6
ST-00422,AMER,Mexico,Cell Site,TIM Brasil,-5.06286,-75.54594,2,5,4,3,2,7,1,5
ST-00423,EMEA,UK,Warehouse,,51.17706,22.39792,1,5,2,6,1,6,1,0
ST-00424,EMEA,Netherlands,Warehouse,,57.51103,25.59827,1,3,4,1,1,5,1,3
ST-00425,AMER,Chile,Warehouse,,21.40517,-79.02882,2,4,1,5,2,4,2,7
ST-00426,EMEA,Italy,Cell Site,Three,55.03053,2.27159,0,2,1,1,0,3,1,2
ST-00427,APAC,Japan,Data Center,China Mobile,30.55931,115.30515,1,1,1,1,0,4,2,3
ST-00428,APAC,Malaysia,Cell Site,Bharti Airtel,5.82238,127.64334,1,1,2,1,3,2,0,4
ST-00429,AMER,Colombia,Integration Center,,23.36229,-96.70304,0,2,0,0,3,2,2,3
ST-00430,APAC,Singapore,Warehouse,,18.56438,114.32474,4,8,0,3,1,2,0,2
ST-00431,EMEA,Poland,Cell Site,Three,51.3378,17.13953,3,2,2,1,1,2,0,0
ST-00432,APAC,China,Warehouse,,8.43052,91.68495,2,2,1,4,4,3,2,6
ST-00433,EMEA,Austria,Cell Site,Telefónica,54.85182,29.26379,2,4,3,5,0,1,1,5
ST-00434,AMER,Argentina,Warehouse,,49.66186,-79.96801,3,6,1,2,1,2,0,2
ST-00435,EMEA,Poland,Integration Center,,48.22332,27.22304,4,5,3,4,0,2,4,6
ST-00436,EMEA,Spain,Integration Center,,48.60366,1.1066,2,6,1,2,1,3,1,6
ST-00437,APAC,Indonesia,Cell Site,Telstra,27.42604,113.85991,3,2,3,2,3,5,3,3
ST-00438,EMEA,Netherlands,Integration Center,,54.62501,21.33227,2,3,6,3,1,4,3,3
ST-00439,EMEA,Poland,Integration Center,,58.39897,-4.48719,3,2,1,1,5,3,5,5
ST-00440,EMEA,Czechia,Cell Site,Telefónica,48.03325,21.43444,3,0,1,3,7,2,1,2
ST-00441,APAC,Indonesia,Cell Site,Singtel,17.95882,121.3442,1,4,2,2,1,4,2,7
ST-00442,AMER,Colombia,Data Center,AT&T,38.53286,-81.06534,1,2,0,2,1,1,2,1
ST-00443,EMEA,UK,Integration Center,,45.20704,-2.77772,2,4,1,1,3,2,2,4
ST-00444,EMEA,Germany,Warehouse,,55.61375,21.83116,2,1,1,1,4,4,1,2
ST-00445,EMEA,Spain,Cell Site,Telefónica,53.57876,5.73264,3,2,2,1,1,2,3,2
ST-00446,AMER,USA,Warehouse,,17.48716,-95.04053,1,2,7,3,2,2,2,2
ST-00447,AMER,USA,Cell Site,Claro,-6.2433,-82.57892,1,3,3,1,0,2,3,1
ST-00448,APAC,Singapore,Warehouse,,2.69803,95.17938,3,3,1,5,2,3,2,3
ST-00449,AMER,Colombia,Cell Site,AT&T,39.6752,-61.15184,1,1,3,5,1,1,0,1
ST-00450,EMEA,Italy,Integration Center,,43.04975,-5.73037,3,4,3,5,2,6,1,1
ST-00451,APAC,Indonesia,Cell Site,Reliance Jio,37.4803,135.71558,3,3,1,1,2,3,3,9
ST-00452,APAC,Thailand,Data Center,Telstra,26.53168,106.92953,2,3,0,0,2,2,2,7
ST-00453,EMEA,Spain,Data Center,Deutsche Telekom,37.81426,27.57973,5,0,1,3,2,3,1,4
ST-00454,APAC,China,Cell Site,Bharti Airtel,36.89484,127.16011,2,2,2,2,4,4,2,4
ST-00455,AMER,Argentina,Data Center,Rogers,49.04977,-94.40958,1,2,0,1,0,1,1,3
ST-00456,EMEA,Austria,Cell Site,Vodafone,37.73125,-2.31838,0,1,1,2,0,4,2,3
ST-00457,EMEA,Germany,Warehouse,,40.38731,23.08676,5,2,1,2,2,2,2,2
ST-00458,EMEA,Spain,Cell Site,Deutsche Telekom,58.04337,-1.37639,2,0,2,2,0,3,0,3
ST-00459,APAC,India,Cell Site,NTT Docomo,19.0451,112.72424,6,5,0,3,2,3,3,3
ST-00460,EMEA,Poland,Warehouse,,39.44675,24.13389,4,3,5,4,0,2,1,4
ST-00461,EMEA,UK,Cell Site,Three,48.06232,12.64955,2,5,1,0,3,2,2,10
ST-00462,EMEA,France,Cell Site,Orange,41.4607,12.36634,2,2,3,3,2,3,2,3
ST-00463,EMEA,Poland,Cell Site,Deutsche Telekom,54.8135,2.19726,0,5,1,1,5,4,1,4
ST-00464,AMER,Mexico,Cell Site,Claro,-24.80343,-76.63839,5,3,3,2,0,4,0,6
ST-00465,APAC,Japan,Integration Center,,25.79739,100.1032,4,1,3,1,2,4,2,8
ST-00466,AMER,Chile,Integration Center,,-12.65258,-93.87725,2,3,2,3,2,2,1,5
ST-00467,APAC,India,Cell Site,Reliance Jio,36.93388,100.6506,1,2,2,2,0,2,2,5
ST-00468,AMER,Brazil,Cell Site,Rogers,-34.04257,-66.39389,4,2,1,3,1,5,0,2
ST-00469,EMEA,Germany,Warehouse,,55.08069,8.2614,3,6,1,0,3,1,1,3
ST-00470,APAC,South Korea,Warehouse,,32.08933,112.48084,4,6,1,2,6,4,3,1
ST-00471,EMEA,Netherlands,Warehouse,,40.61286,7.04218,2,4,0,1,6,6,3,4
ST-00472,APAC,Vietnam,Cell Site,Bharti Airtel,19.9881,90.45017,4,5,3,4,4,4,0,3
ST-00473,AMER,USA,Warehouse,,-24.80034,-65.0094,1,3,0,1,1,5,3,5
ST-00474,APAC,Vietnam,Warehouse,,16.30459,106.57336,4,2,1,1,2,7,3,5
ST-00475,EMEA,Sweden,Cell Site,Orange,57.20891,-3.81721,2,2,1,2,1,3,0,5
ST-00476,APAC,Japan,Warehouse,,9.46251,131.39753,1,2,3,6,3,4,2,3
ST-00477,AMER,Chile,Warehouse,,-9.83108,-74.67071,3,2,2,2,1,3,3,6
ST-00478,EMEA,Italy,Data Center,Deutsche Telekom,53.48929,-1.09119,2,2,1,1,6,6,2,2
ST-00479,APAC,Indonesia,Cell Site,Telstra,10.8829,115.81475,1,6,2,3,3,8,2,3
ST-00480,APAC,China,Integration Center,,31.89633,117.71888,2,2,0,3,4,8,2,1
ST-00481,AMER,USA,Cell Site,T-Mobile US,-28.93972,-85.96651,3,3,3,2,2,4,0,3
ST-00482,EMEA,Poland,Integration Center,,43.26595,22.30408,1,3,0,0,1,2,1,3
ST-00483,EMEA,Sweden,Cell Site,Telefónica,42.24159,26.0487,3,1,7,3,1,3,2,6
ST-00484,AMER,Argentina,Cell Site,Claro,-4.85142,-92.23567,3,1,0,7,1,3,1,5
ST-00485,APAC,Malaysia,Cell Site,Maxis,22.05766,109.31936,2,4,0,4,1,3,2,4
ST-00486,AMER,Argentina,Cell Site,Claro,23.28313,-63.37148,1,3,1,1,2,2,3,3
ST-00487,EMEA,France,Warehouse,,58.51938,-0.90542,4,1,2,3,2,4,0,4
ST-00488,EMEA,Czechia,Cell Site,A1 Telekom,39.05678,27.59828,4,5,3,3,1,1,0,3
ST-00489,AMER,Brazil,Cell Site,Claro,38.1185,-89.53296,0,3,1,5,3,4,1,5
ST-00490,AMER,USA,Cell Site,Bell,37.44589,-70.35782,2,3,0,2,0,3,3,3
ST-00491,EMEA,Czechia,Cell Site,Telefónica,41.33905,26.23137,2,3,3,1,0,1,2,4
ST-00492,EMEA,Spain,Cell Site,Deutsche Telekom,43.04512,9.20716,4,1,2,1,1,2,2,5
ST-00493,EMEA,Italy,Cell Site,Three,50.23154,-2.34947,5,1,0,4,4,1,2,4
ST-00494,EMEA,Poland,Cell Site,Three,50.2822,18.25088,1,3,1,4,1,1,3,1
ST-00495,EMEA,Sweden,Warehouse,,37.53868,5.17393,2,2,2,3,2,3,1,4
ST-00496,EMEA,Italy,Cell Site,Three,50.30149,27.04868,2,3,3,2,4,4,3,2
ST-00497,APAC,Malaysia,Cell Site,Reliance Jio,35.74836,98.48337,1,3,0,2,3,2,2,3
ST-00498,EMEA,Germany,Data Center,Three,50.2627,-6.07929,5,1,2,1,1,5,2,5
ST-00499,EMEA,Sweden,Cell Site,Deutsche Telekom,42.34697,13.89081,0,5,2,5,0,1,4,3
ST-00500,EMEA,Italy,Cell Site,Orange,37.03412,25.55448,1,4,3,2,1,1,2,1
ST-00501,AMER,Canada,Cell Site,AT&T,39.60898,-81.0644,2,1,0,4,3,1,1,8
ST-00502,EMEA,Italy,Warehouse,,47.29386,25.25452,2,4,1,0,4,4,3,1
ST-00503,APAC,Singapore,Data Center,Maxis,2.96706,97.19405,2,1,1,0,0,4,2,5
ST-00504,EMEA,Netherlands,Integration Center,,42.70011,4.57537,4,1,3,1,0,3,4,2
ST-00505,AMER,Brazil,Warehouse,,53.87021,-94.10152,4,2,5,5,1,2,3,5
ST-00506,AMER,Chile,Warehouse,,-7.72065,-66.882,3,4,0,5,3,3,2,4
ST-00507,EMEA,Italy,Cell Site,Telenor,54.60887,16.19267,1,6,3,4,4,4,1,0
ST-00508,APAC,South Korea,Warehouse,,13.81352,95.88885,2,2,4,1,2,0,1,3
ST-00509,EMEA,France,Warehouse,,59.58866,0.05706,5,3,5,3,1,1,0,2
ST-00510,EMEA,Austria,Cell Site,Three,56.11591,25.80033,0,1,2,3,1,5,2,7
ST-00511,EMEA,Spain,Cell Site,Deutsche Telekom,46.02249,24.03323,4,6,1,1,2,1,3,1
ST-00512,APAC,Thailand,Cell Site,Telstra,11.88244,134.49556,0,3,2,0,3,2,3,6
ST-00513,EMEA,Germany,Integration Center,,50.89916,-2.22511,5,1,3,0,0,1,4,0
ST-00514,AMER,Chile,Integration Center,,35.78924,-63.45231,2,2,3,3,1,4,1,3
ST-00515,EMEA,Czechia,Warehouse,,49.26074,20.41492,3,5,4,1,0,3,1,2
ST-00516,AMER,Brazil,Cell Site,TIM Brasil,36.53177,-68.50382,3,2,2,3,1,7,4,5
ST-00517,AMER,USA,Cell Site,Verizon,5.89793,-70.4023,2,3,1,0,4,7,0,2
ST-00518,EMEA,Netherlands,Integration Center,,48.71326,6.58639,2,5,2,3,3,2,4,2
ST-00519,EMEA,UK,Cell Site,Telenor,39.14532,26.36153,4,4,2,7,3,3,1,3
ST-00520,EMEA,Germany,Cell Site,Telenor,45.37278,-0.41738,1,0,1,4,4,4,1,4
ST-00521,APAC,South Korea,Warehouse,,10.44953,102.10441,4,0,0,2,3,4,1,2
ST-00522,APAC,Singapore,Cell Site,China Mobile,1.09647,111.91096,4,0,2,0,2,4,1,3
ST-00523,EMEA,Germany,Warehouse,,57.26719,-8.99414,1,1,0,3,1,2,1,6
ST-00524,APAC,South Korea,Warehouse,,38.3073,98.95615,2,4,3,0,3,3,3,1
ST-00525,EMEA,Austria,Integration Center,,52.97186,21.41314,1,2,0,6,1,6,3,1
ST-00526,EMEA,Spain,Cell Site,Deutsche Telekom,53.37789,3.56702,3,3,1,3,0,4,1,4
ST-00527,EMEA,Poland,Cell Site,Three,52.59531,8.91897,2,1,5,1,5,6,4,1
ST-00528,APAC,China,Cell Site,Telstra,6.93569,100.04649,4,6,3,0,0,4,2,6
ST-00529,EMEA,Austria,Cell Site,Vodafone,35.65074,3.27881,5,0,2,1,2,2,1,2
ST-00530,EMEA,UK,Cell Site,A1 Telekom,53.19974,28.76193,1,5,0,2,2,4,1,4
ST-00531,APAC,Malaysia,Integration Center,,6.20877,107.66404,2,2,2,3,3,2,2,5
ST-00532,APAC,Malaysia,Cell Site,NTT Docomo,8.07844,128.04436,2,2,2,2,2,2,1,3
ST-00533,EMEA,Sweden,Cell Site,Telenor,57.98959,-5.43994,1,2,0,6,0,0,1,5
ST-00534,AMER,Chile,Cell Site,TIM Brasil,46.32279,-89.14028,0,1,2,0,1,5,2,4
ST-00535,EMEA,Spain,Warehouse,,40.57659,-7.73462,4,3,1,3,1,4,1,7
ST-00536,EMEA,Sweden,Cell Site,A1 Telekom,37.01171,-7.23101,4,3,0,0,0,6,2,0
ST-00537,EMEA,France,Cell Site,Orange,46.16031,16.34576,3,1,3,2,1,1,3,6
ST-00538,EMEA,Netherlands,Cell Site,Orange,39.61052,-1.29445,1,3,4,2,2,5,1,4
ST-00539,EMEA,Germany,Cell Site,Deutsche Telekom,39.32242,22.26233,3,3,2,0,1,3,4,3
ST-00540,EMEA,Austria,Cell Site,Deutsche Telekom,38.4295,-7.0638,2,3,4,2,3,0,2,3
