sku_id,total_returns,avg_inventory,total_shipped_qty,failure_rate,vendor,category,technology,unit_weight_kg,unit_volume_m3,std_cost_usd,supplier_nominal_lead_time_days,DOA,FIRMWARE,INTERMITTENT,MECH_DAMAGE,NO_POWER,OTHER,OVERHEAT,RF_FAULT
SKU-00787,8,9.073170731707316,196,0.04081632653061224,Juniper,Microwave,4G,19.38,0.2016,333.9,5,1,1,2,2,0,2,0,0
SKU-02086,10,9.256410256410257,245,0.04081632653061224,ZTE,Optical Transport,5G,38.57,0.392,249.47,50,0,0,4,0,0,1,1,4
SKU-03840,12,9.384615384615385,294,0.04081632653061224,Huawei,Small Cell,5G,19.41,0.1968,1065.37,67,1,0,1,0,2,3,2,3
SKU-04849,10,9.382352941176471,245,0.04081632653061224,Ciena,Microwave,Dual (4G/5G),8.16,0.0876,533.32,11,1,1,1,0,2,2,0,3
SKU-02814,12,9.97872340425532,294,0.04081632653061224,Cisco,RAN,4G,28.8,0.2908,249.58,42,1,2,0,2,1,2,2,2
SKU-01299,10,8.347826086956522,245,0.04081632653061224,Juniper,Microwave,5G,20.57,0.2248,546.4,10,1,3,0,1,0,2,1,2
SKU-01810,8,9.347826086956522,196,0.04081632653061224,Ciena,Core,4G,22.47,0.2431,93.84,61,2,1,0,0,1,1,2,1
SKU-00641,15,9.1,368,0.04076086956521739,Ericsson,Microwave,5G,14.04,0.1503,117.36,9,2,3,1,1,4,3,1,0
SKU-01908,13,9.883720930232558,319,0.04075235109717868,ZTE,Small Cell,4G,36.1,0.3754,500.21,89,1,2,1,1,1,4,2,1
SKU-02296,11,9.0,270,0.040740740740740744,NEC,Fiber,4G,12.0,0.123,127.94,75,2,1,0,2,0,1,1,4
SKU-02827,11,10.0,270,0.040740740740740744,HPE Aruba,Fiber,4G,17.09,0.1821,784.98,56,1,2,0,3,0,1,1,3
SKU-03691,11,9.172413793103448,270,0.040740740740740744,Huawei,Cabling,5G,18.78,0.2005,374.58,87,3,1,1,2,0,2,1,1
SKU-02021,11,8.790697674418604,270,0.040740740740740744,Ciena,Cabling,Dual (4G/5G),17.66,0.1779,684.63,23,1,2,0,0,0,3,0,5
SKU-00541,11,8.609756097560975,270,0.040740740740740744,Cisco,Antenna,5G,25.62,0.2729,436.1,53,0,5,1,2,0,1,2,0
SKU-02100,9,9.372093023255815,221,0.04072398190045249,NEC,Edge Router,5G,36.3,0.3801,1307.48,41,1,2,1,0,1,1,0,3
SKU-04926,9,9.275862068965518,221,0.04072398190045249,Juniper,Cabling,5G,21.24,0.2183,80.48,50,0,1,2,2,0,1,2,1
SKU-03077,9,9.107142857142858,221,0.04072398190045249,HPE Aruba,Microwave,5G,8.09,0.0917,218.81,33,1,0,2,2,1,2,1,0
SKU-02929,9,8.363636363636363,221,0.04072398190045249,Huawei,Cabling,5G,5.64,0.0606,406.74,62,1,2,1,0,1,1,2,1
SKU-04235,9,9.652173913043478,221,0.04072398190045249,NEC,Power,4G,31.8,0.3224,576.73,8,0,1,2,1,0,1,1,3
SKU-00484,9,8.595238095238095,221,0.04072398190045249,HPE Aruba,Cabling,5G,19.87,0.2146,1841.95,6,2,1,1,0,0,1,1,3
SKU-01554,9,8.89655172413793,221,0.04072398190045249,Nokia,RAN,5G,6.95,0.0792,275.18,21,2,2,1,1,2,1,0,0
SKU-01365,9,9.73076923076923,221,0.04072398190045249,ZTE,Optical Transport,4G,17.28,0.1829,350.61,61,0,1,2,1,0,2,0,3
SKU-00351,9,9.736842105263158,221,0.04072398190045249,Juniper,Microwave,4G,18.84,0.1945,514.85,76,0,2,0,0,1,0,3,3
SKU-04893,7,8.435897435897436,172,0.040697674418604654,Juniper,Microwave,5G,20.15,0.2176,663.18,42,1,1,0,1,2,1,0,1
SKU-01181,12,8.853658536585366,295,0.04067796610169491,Juniper,Power,5G,8.8,0.0909,378.35,48,2,1,4,0,0,2,0,3
SKU-03193,12,8.439024390243903,295,0.04067796610169491,Huawei,Small Cell,Dual (4G/5G),69.76,0.6992,96.78,12,1,2,1,2,1,0,0,5
SKU-02013,12,9.477272727272727,295,0.04067796610169491,Juniper,RAN,4G,23.97,0.2447,561.89,52,0,2,0,1,2,3,1,3
SKU-03376,10,9.870967741935484,246,0.04065040650406504,Huawei,Edge Router,5G,30.2,0.3125,243.19,6,1,0,2,2,0,2,1,2
SKU-04876,10,10.173913043478262,246,0.04065040650406504,NEC,RAN,5G,10.18,0.1033,240.19,36,0,1,3,2,0,3,1,0
SKU-03295,10,9.255813953488373,246,0.04065040650406504,Cisco,Power,5G,17.36,0.188,332.65,87,5,2,0,0,0,1,0,2
SKU-02843,13,8.868421052631579,320,0.040625,ZTE,Power,4G,22.13,0.2357,173.73,85,2,3,2,0,2,2,1,1
SKU-01536,8,8.79245283018868,197,0.04060913705583756,ZTE,Small Cell,5G,22.12,0.2258,184.26,38,1,1,0,1,2,2,1,0
SKU-02029,8,8.5,197,0.04060913705583756,Samsung,RAN,Dual (4G/5G),33.55,0.3418,562.83,78,2,0,2,2,0,1,0,1
SKU-02066,8,9.341463414634147,197,0.04060913705583756,Ciena,Fiber,5G,24.02,0.2441,312.96,15,4,1,1,1,0,0,1,0
SKU-04446,11,9.261904761904763,271,0.04059040590405904,Ciena,Power,5G,33.42,0.3358,115.37,60,1,2,1,2,1,2,1,1
SKU-02640,11,7.951219512195122,271,0.04059040590405904,Nokia,Power,5G,17.45,0.1832,1083.45,23,2,2,0,0,2,2,0,3
SKU-04915,11,9.325,271,0.04059040590405904,Ciena,RAN,4G,9.12,0.11,1347.68,26,3,1,2,1,0,1,1,2
SKU-02094,9,8.019607843137255,222,0.04054054054054054,HPE Aruba,Edge Router,5G,46.96,0.47,989.39,17,0,0,1,1,0,3,0,4
SKU-04130,9,10.071428571428571,222,0.04054054054054054,Samsung,Optical Transport,Dual (4G/5G),12.74,0.1387,569.19,55,0,2,1,2,0,2,1,1
SKU-00567,12,9.372093023255815,296,0.04054054054054054,NEC,Core,5G,4.48,0.0471,1877.15,10,0,1,2,2,2,1,1,3
SKU-01883,10,8.75609756097561,247,0.04048582995951417,Ciena,Fiber,4G,32.22,0.3347,757.73,11,0,1,1,2,2,1,2,1
SKU-02464,10,9.702702702702704,247,0.04048582995951417,ZTE,Cabling,5G,11.81,0.1263,233.71,40,2,2,0,1,1,1,1,2
SKU-01539,10,9.18867924528302,247,0.04048582995951417,Cisco,Power,4G,18.68,0.2014,643.9,64,2,2,1,2,1,1,1,0
SKU-02102,10,9.5,247,0.04048582995951417,Nokia,Cabling,4G,14.71,0.1653,548.6,20,2,0,1,2,1,0,2,2
SKU-01310,11,9.627906976744185,272,0.04044117647058824,Huawei,Optical Transport,4G,13.03,0.1503,466.43,7,1,2,2,0,2,4,0,0
SKU-02585,8,8.46875,198,0.04040404040404041,HPE Aruba,Small Cell,4G,2.17,0.0394,357.41,70,0,1,1,1,0,1,0,4
SKU-03009,8,9.971428571428572,198,0.04040404040404041,Juniper,Core,4G,26.36,0.2795,376.28,68,1,2,1,1,1,0,0,2
SKU-03824,9,8.447368421052632,223,0.04035874439461883,Ciena,Small Cell,5G,20.99,0.2198,1304.02,51,0,2,0,0,1,0,1,5
SKU-02678,9,9.538461538461538,223,0.04035874439461883,Nokia,Power,5G,2.99,0.0333,461.33,7,2,2,1,0,2,1,1,0
SKU-00643,10,9.020833333333334,248,0.04032258064516129,Ericsson,Antenna,5G,11.04,0.1261,125.12,43,0,1,1,0,2,0,3,3
SKU-01568,10,9.0,248,0.04032258064516129,Huawei,Cabling,Dual (4G/5G),6.82,0.0753,144.88,61,2,2,1,1,3,0,0,1
SKU-03916,11,9.075,273,0.040293040293040296,Ericsson,Edge Router,5G,43.77,0.448,471.56,6,2,1,2,0,0,4,2,0
SKU-02425,11,9.193548387096774,273,0.040293040293040296,NEC,RAN,4G,6.11,0.0707,472.79,19,3,2,0,1,1,1,3,0
SKU-01650,13,9.131578947368421,323,0.04024767801857585,NEC,Edge Router,5G,7.19,0.0762,192.72,41,2,1,2,1,4,1,0,2
SKU-04850,8,9.113636363636363,199,0.04020100502512563,Ericsson,Power,4G,5.46,0.0673,117.08,71,1,0,1,0,1,1,1,3
SKU-01687,8,8.275,199,0.04020100502512563,NEC,RAN,Dual (4G/5G),17.57,0.1778,120.51,62,1,1,0,0,1,2,2,1
SKU-02055,8,8.6875,199,0.04020100502512563,HPE Aruba,Core,5G,12.42,0.142,401.49,83,1,3,1,0,1,0,2,0
SKU-00284,9,8.717948717948717,224,0.04017857142857143,Huawei,RAN,5G,22.32,0.2367,404.06,20,1,2,1,0,2,0,2,1
SKU-03292,9,9.069767441860465,224,0.04017857142857143,NEC,Power,5G,35.53,0.3663,901.83,37,0,4,1,1,0,2,0,1
SKU-04488,9,9.235294117647058,224,0.04017857142857143,NEC,RAN,4G,6.89,0.0792,355.22,52,1,3,1,0,0,1,1,2
SKU-00744,9,8.972222222222221,224,0.04017857142857143,Huawei,Microwave,5G,7.06,0.0845,221.42,44,1,0,0,1,1,1,1,4
SKU-00008,9,9.566666666666666,224,0.04017857142857143,Juniper,Fiber,5G,36.77,0.3856,206.29,49,1,2,1,2,0,0,2,1
SKU-04927,10,10.090909090909092,249,0.040160642570281124,Ericsson,Power,5G,49.56,0.4987,450.92,68,1,1,0,1,1,1,0,5
SKU-02790,10,9.866666666666667,249,0.040160642570281124,ZTE,Small Cell,5G,35.64,0.3623,137.28,66,1,0,2,2,1,1,1,2
SKU-01848,11,8.9375,274,0.040145985401459854,HPE Aruba,Optical Transport,4G,12.42,0.1312,617.82,34,2,3,1,0,0,2,0,3
SKU-04397,12,9.04,299,0.04013377926421405,ZTE,RAN,Dual (4G/5G),37.56,0.3841,115.87,81,0,1,3,0,0,3,1,4
SKU-00009,12,8.678571428571429,299,0.04013377926421405,Ciena,Core,5G,52.93,0.5359,217.5,44,0,2,2,1,2,1,0,4
SKU-01708,14,8.75,349,0.04011461318051576,NEC,Optical Transport,5G,29.61,0.3055,437.61,82,2,2,0,2,1,4,0,3
SKU-02584,7,9.15,175,0.04,NEC,Cabling,5G,5.8,0.0662,226.04,43,2,1,0,1,1,0,1,1
SKU-04984,9,8.642857142857142,225,0.04,Ericsson,Fiber,5G,5.79,0.0689,104.49,13,0,2,1,0,2,1,1,2
SKU-04026,9,8.513513513513514,225,0.04,NEC,Power,5G,2.82,0.0418,663.1,54,2,2,0,0,3,0,0,2
SKU-00360,8,8.653061224489797,200,0.04,Ericsson,RAN,5G,25.19,0.271,255.24,50,1,1,1,1,0,2,0,2
SKU-03676,11,9.244897959183673,275,0.04,Cisco,Small Cell,5G,15.33,0.1553,491.37,65,0,2,0,2,0,1,3,3
SKU-03647,8,9.125,200,0.04,ZTE,Microwave,4G,16.86,0.1861,230.95,26,2,2,1,0,0,0,0,3
SKU-03075,12,8.86046511627907,300,0.04,ZTE,RAN,5G,49.4,0.4982,357.62,51,1,0,3,3,0,2,2,1
SKU-01819,10,9.0,250,0.04,Nokia,Cabling,5G,9.14,0.1009,278.6,73,0,0,1,2,1,1,1,4
SKU-02004,13,9.30232558139535,325,0.04,HPE Aruba,Power,Dual (4G/5G),42.73,0.4409,3756.87,9,3,1,1,1,3,1,0,3
SKU-02969,12,9.026315789473685,300,0.04,Nokia,Cabling,5G,5.25,0.0533,255.04,87,0,2,0,2,2,2,3,1
SKU-01101,10,8.630434782608695,250,0.04,Juniper,RAN,4G,29.78,0.3149,383.48,21,1,3,1,0,1,3,0,1
SKU-01186,8,8.75609756097561,200,0.04,NEC,Small Cell,4G,13.51,0.1361,270.34,28,1,1,1,2,0,0,1,2
SKU-02181,14,9.36111111111111,350,0.04,Juniper,Power,4G,6.61,0.0766,533.99,39,1,2,1,2,1,1,2,4
SKU-03560,12,8.68,300,0.04,Samsung,Power,5G,8.63,0.0872,182.33,5,1,3,0,2,1,1,3,1
SKU-04529,8,9.636363636363637,200,0.04,Nokia,Cabling,4G,5.34,0.0599,84.97,84,1,1,1,1,0,1,1,2
SKU-02077,10,8.594594594594595,250,0.04,Cisco,Edge Router,5G,13.58,0.1482,254.94,10,2,2,1,1,1,1,1,1
SKU-02250,12,9.384615384615385,301,0.03986710963455149,Ericsson,Microwave,Dual (4G/5G),38.24,0.3954,286.94,34,0,2,0,2,0,4,1,3
SKU-02375,12,8.340909090909092,301,0.03986710963455149,Juniper,Microwave,4G,20.24,0.2091,428.33,40,2,2,0,1,0,2,2,3
SKU-04819,12,10.027777777777779,301,0.03986710963455149,Samsung,RAN,Dual (4G/5G),18.39,0.187,541.53,78,3,3,2,0,1,0,1,2
SKU-04212,12,8.9375,301,0.03986710963455149,Huawei,Antenna,Dual (4G/5G),15.03,0.1662,99.73,46,2,2,1,1,1,2,1,2
SKU-02972,11,9.384615384615385,276,0.03985507246376811,Nokia,Core,5G,7.44,0.0888,466.28,49,3,2,2,1,0,1,0,2
SKU-04961,11,8.421052631578947,276,0.03985507246376811,HPE Aruba,Microwave,4G,29.95,0.3055,701.63,61,1,2,1,0,3,0,1,3
SKU-04015,11,8.054054054054054,276,0.03985507246376811,Juniper,Antenna,Dual (4G/5G),10.51,0.1129,1762.87,26,3,4,1,0,0,0,1,2
SKU-03790,11,9.0,276,0.03985507246376811,NEC,Antenna,5G,22.87,0.2456,1066.34,13,1,2,1,1,1,3,1,1
SKU-00416,10,8.166666666666666,251,0.0398406374501992,Samsung,RAN,4G,27.41,0.2889,1106.65,87,2,1,2,2,0,1,0,2
SKU-04019,10,7.90625,251,0.0398406374501992,HPE Aruba,Optical Transport,5G,20.13,0.2183,170.39,64,1,5,0,0,1,2,0,1
SKU-02595,10,10.191489361702128,251,0.0398406374501992,Juniper,Cabling,4G,12.83,0.1324,158.26,72,1,2,0,1,0,2,2,2
SKU-00196,10,8.615384615384615,251,0.0398406374501992,Ciena,Small Cell,Dual (4G/5G),36.76,0.3768,158.47,55,1,2,0,1,0,0,2,4
SKU-02877,10,9.25,251,0.0398406374501992,Huawei,Core,4G,50.71,0.5216,323.44,44,2,2,1,0,2,1,1,1
SKU-04513,9,9.38888888888889,226,0.03982300884955752,Cisco,Small Cell,4G,10.45,0.1111,708.44,51,0,0,0,1,1,4,2,1
SKU-00058,9,8.714285714285714,226,0.03982300884955752,Cisco,Power,4G,49.08,0.4998,527.11,15,0,1,0,0,1,1,1,5
SKU-02474,9,9.628571428571428,226,0.03982300884955752,Ericsson,Microwave,Dual (4G/5G),6.75,0.0771,342.98,55,1,2,1,3,1,0,0,1
SKU-04763,9,8.790697674418604,226,0.03982300884955752,Samsung,Fiber,Dual (4G/5G),61.77,0.6178,649.82,28,0,3,0,1,1,2,1,1
SKU-03307,9,9.794117647058824,226,0.03982300884955752,Huawei,Cabling,5G,5.35,0.0653,127.65,83,1,2,3,0,0,0,1,2
SKU-03336,9,9.325581395348838,226,0.03982300884955752,ZTE,RAN,4G,26.26,0.2739,310.64,30,1,3,1,2,1,1,0,0
SKU-04420,8,9.565217391304348,201,0.03980099502487562,Ericsson,Core,5G,20.16,0.2043,955.93,15,1,0,1,0,0,5,1,0
SKU-04031,7,9.1875,176,0.03977272727272727,ZTE,Fiber,Dual (4G/5G),2.54,0.0454,313.92,31,0,0,1,1,1,0,1,3
SKU-03207,13,10.125,327,0.039755351681957186,Ericsson,Small Cell,Dual (4G/5G),8.13,0.1003,804.51,7,0,3,3,1,0,0,1,5
SKU-00889,13,8.566666666666666,327,0.039755351681957186,Nokia,Core,5G,34.71,0.362,1540.2,21,1,3,2,0,0,1,1,5
SKU-02931,6,8.847826086956522,151,0.039735099337748346,Juniper,Optical Transport,Dual (4G/5G),20.91,0.2238,913.41,84,2,1,0,0,1,0,1,1
SKU-02533,12,8.833333333333334,302,0.039735099337748346,Juniper,Antenna,4G,17.63,0.1856,656.95,38,1,0,1,3,1,0,3,3
SKU-04381,11,9.875,277,0.039711191335740074,Samsung,Power,Dual (4G/5G),6.32,0.0681,462.9,43,1,1,3,2,3,0,0,1
SKU-03418,11,8.914285714285715,277,0.039711191335740074,Ericsson,Cabling,4G,18.86,0.1905,1147.76,29,1,2,1,1,0,1,2,3
SKU-01569,11,8.604651162790697,277,0.039711191335740074,Samsung,Small Cell,5G,20.53,0.2176,151.73,54,4,1,1,0,1,2,1,1
SKU-03810,11,8.066666666666666,277,0.039711191335740074,Nokia,Optical Transport,Dual (4G/5G),12.5,0.1292,67.17,86,1,2,0,1,3,2,0,2
SKU-03017,10,8.405405405405405,252,0.03968253968253968,HPE Aruba,Fiber,Dual (4G/5G),37.58,0.3881,211.5,20,3,0,3,1,1,1,0,1
SKU-02363,10,9.794871794871796,252,0.03968253968253968,Nokia,Microwave,4G,12.75,0.143,267.53,44,2,1,3,1,0,1,0,2
SKU-04151,9,9.871794871794872,227,0.039647577092511016,Ericsson,Fiber,5G,27.68,0.2939,386.12,8,1,5,1,1,0,1,0,0
SKU-04921,9,9.179487179487179,227,0.039647577092511016,Cisco,Power,5G,19.24,0.2053,582.31,21,1,1,2,0,0,3,0,2
SKU-02030,12,8.820512820512821,303,0.039603960396039604,Samsung,Edge Router,5G,11.99,0.1396,295.6,10,2,2,1,3,0,2,0,2
SKU-01711,12,9.11320754716981,303,0.039603960396039604,NEC,Small Cell,5G,20.15,0.204,515.05,36,3,0,0,3,1,2,1,2
SKU-02779,8,9.342105263157896,202,0.039603960396039604,Ericsson,RAN,4G,18.42,0.202,471.59,73,0,0,0,1,0,4,0,3
SKU-00745,8,9.473684210526315,202,0.039603960396039604,Huawei,Fiber,5G,22.92,0.2435,784.04,32,1,1,0,3,1,0,0,2
SKU-03853,8,8.45,202,0.039603960396039604,Nokia,RAN,5G,10.22,0.1039,485.08,86,3,0,2,0,0,1,0,2
SKU-02460,11,8.682926829268293,278,0.039568345323741004,Cisco,Fiber,4G,30.48,0.3212,365.71,12,1,2,1,1,2,2,0,2
SKU-03696,11,9.6,278,0.039568345323741004,NEC,Antenna,5G,25.37,0.2582,316.63,55,0,0,1,4,2,0,1,3
SKU-00561,11,9.666666666666666,278,0.039568345323741004,ZTE,Antenna,5G,27.64,0.2828,606.13,60,1,1,2,0,2,2,1,2
SKU-00002,11,9.153846153846153,278,0.039568345323741004,ZTE,Power,5G,8.82,0.098,965.54,81,1,3,1,1,1,1,1,2
SKU-03134,10,8.476190476190476,253,0.039525691699604744,Juniper,Small Cell,5G,15.97,0.1708,842.25,50,1,3,1,1,0,1,2,1
SKU-02397,10,8.486486486486486,253,0.039525691699604744,HPE Aruba,RAN,5G,7.27,0.0761,101.0,26,2,1,2,0,2,1,0,2
SKU-00322,10,8.970588235294118,253,0.039525691699604744,Juniper,Edge Router,5G,42.6,0.4383,999.94,49,0,3,1,0,0,2,1,3
SKU-03898,10,8.451612903225806,253,0.039525691699604744,ZTE,Edge Router,5G,20.44,0.2209,176.54,80,0,0,3,0,2,3,0,2
SKU-04712,10,8.151515151515152,253,0.039525691699604744,ZTE,Microwave,5G,23.23,0.2381,761.1,5,1,3,0,0,3,1,0,2
SKU-01408,10,9.257142857142858,253,0.039525691699604744,HPE Aruba,Cabling,5G,23.41,0.2485,260.47,34,1,1,2,2,2,0,0,2
SKU-03509,10,8.521739130434783,253,0.039525691699604744,Cisco,Cabling,4G,12.67,0.1304,335.34,48,0,2,0,0,1,1,2,4
SKU-04623,13,9.121951219512194,329,0.03951367781155015,Cisco,RAN,4G,24.36,0.2635,184.96,21,1,3,2,0,3,3,1,0
SKU-00972,13,8.395348837209303,329,0.03951367781155015,Ericsson,Power,4G,66.84,0.6786,164.24,36,1,2,2,1,2,4,1,0
SKU-02283,12,9.3,304,0.039473684210526314,Ciena,Power,4G,26.84,0.2808,231.02,46,1,3,1,1,2,1,0,3
SKU-04581,9,8.814814814814815,228,0.039473684210526314,Nokia,Cabling,Dual (4G/5G),4.35,0.051,478.16,75,4,0,0,0,1,1,1,2
SKU-04347,9,9.838709677419354,228,0.039473684210526314,Ciena,RAN,Dual (4G/5G),11.69,0.1257,387.88,88,1,2,0,0,1,3,1,1
SKU-01701,11,8.8,279,0.03942652329749104,Nokia,RAN,5G,6.35,0.0691,293.14,84,1,3,0,1,3,0,1,2
SKU-01845,11,8.826086956521738,279,0.03942652329749104,HPE Aruba,Cabling,5G,18.94,0.2041,433.14,36,2,3,0,1,0,1,1,3
SKU-04353,11,9.755102040816327,279,0.03942652329749104,HPE Aruba,Edge Router,5G,33.52,0.3396,421.22,28,1,2,1,2,2,1,0,2
SKU-00776,11,8.904761904761905,279,0.03942652329749104,Huawei,RAN,4G,33.2,0.3447,260.92,66,1,1,0,1,4,3,1,0
SKU-01610,11,9.457142857142857,279,0.03942652329749104,NEC,Fiber,Dual (4G/5G),22.94,0.2401,606.78,10,0,2,1,2,0,2,1,3
SKU-00344,8,9.35897435897436,203,0.03940886699507389,ZTE,Antenna,5G,50.56,0.5161,114.31,68,0,2,0,1,0,3,0,2
SKU-04072,8,9.061224489795919,203,0.03940886699507389,Huawei,Microwave,5G,30.4,0.3107,605.8,12,1,0,0,2,0,2,0,3
SKU-02309,10,8.522727272727273,254,0.03937007874015748,HPE Aruba,Power,4G,26.87,0.2714,308.89,58,2,1,0,0,0,4,1,2
SKU-01126,10,10.052631578947368,254,0.03937007874015748,Ciena,RAN,5G,6.46,0.0709,305.85,35,1,3,0,1,1,2,1,1
SKU-04354,10,9.527777777777779,254,0.03937007874015748,HPE Aruba,Small Cell,5G,34.55,0.3508,607.94,37,0,2,2,1,1,1,0,3
SKU-02545,12,10.113636363636363,305,0.03934426229508197,NEC,Power,4G,22.72,0.2344,275.85,85,1,3,1,2,2,1,1,1
SKU-01970,12,9.025641025641026,305,0.03934426229508197,NEC,Cabling,Dual (4G/5G),11.59,0.1293,831.76,36,1,1,3,0,1,1,0,5
SKU-04192,9,9.529411764705882,229,0.039301310043668124,ZTE,Core,Dual (4G/5G),20.07,0.2116,1082.36,40,1,0,1,1,2,1,2,1
SKU-00615,9,9.0,229,0.039301310043668124,NEC,Small Cell,5G,12.1,0.1395,127.33,29,0,0,1,1,0,3,0,4
SKU-00398,9,8.731707317073171,229,0.039301310043668124,Cisco,Power,4G,16.52,0.1813,3048.72,15,2,1,2,1,0,1,0,2
SKU-04012,11,9.263157894736842,280,0.039285714285714285,Ciena,Cabling,Dual (4G/5G),7.38,0.0789,2738.15,24,0,3,0,5,0,1,1,1
SKU-04003,11,9.88,280,0.039285714285714285,Nokia,Fiber,5G,21.22,0.2145,588.81,68,1,2,0,2,1,3,0,2
SKU-04973,11,9.628571428571428,280,0.039285714285714285,NEC,Power,4G,6.39,0.0715,788.26,37,1,0,1,0,2,0,1,6
SKU-02158,8,7.861111111111111,204,0.0392156862745098,Juniper,Cabling,5G,17.65,0.1821,129.09,57,0,1,0,1,2,3,1,0
SKU-04463,8,8.512820512820513,204,0.0392156862745098,Juniper,Fiber,5G,11.48,0.1302,328.71,57,0,2,0,0,1,2,1,2
SKU-01295,12,7.5476190476190474,306,0.0392156862745098,NEC,Fiber,Dual (4G/5G),23.18,0.2343,385.78,88,1,1,2,0,1,1,1,5
SKU-00260,13,8.583333333333334,332,0.0391566265060241,Nokia,RAN,5G,5.81,0.0742,1292.32,24,3,1,0,0,2,4,0,3
SKU-02475,11,9.25,281,0.03914590747330961,Ericsson,Edge Router,4G,75.85,0.7764,188.33,47,3,1,2,0,0,2,2,1
SKU-03164,11,9.020833333333334,281,0.03914590747330961,Juniper,RAN,5G,14.17,0.1612,646.62,63,1,1,1,1,0,3,2,2
SKU-01460,11,8.236842105263158,281,0.03914590747330961,Ericsson,RAN,4G,8.66,0.0911,277.75,74,0,3,2,1,1,1,2,1
SKU-03866,11,9.375,281,0.03914590747330961,Huawei,Power,5G,42.31,0.436,208.11,33,1,0,1,3,1,2,0,3
SKU-02721,9,8.702127659574469,230,0.0391304347826087,HPE Aruba,Optical Transport,5G,4.03,0.0448,225.54,89,0,2,1,1,1,3,0,1
SKU-04132,9,9.804878048780488,230,0.0391304347826087,Ericsson,RAN,Dual (4G/5G),7.11,0.0749,308.44,31,1,0,2,0,0,1,2,3
SKU-00407,9,9.088888888888889,230,0.0391304347826087,Huawei,RAN,4G,52.19,0.5281,330.7,43,1,1,0,1,2,2,1,1
SKU-00285,9,8.4,230,0.0391304347826087,Cisco,Power,Dual (4G/5G),25.21,0.2678,369.75,16,2,0,0,0,0,2,1,4
SKU-04753,7,8.98,179,0.03910614525139665,NEC,Fiber,4G,15.34,0.1721,758.88,34,1,1,1,0,1,1,1,1
SKU-01510,14,9.977777777777778,358,0.03910614525139665,NEC,Cabling,Dual (4G/5G),27.72,0.2961,850.16,54,2,2,1,1,1,3,2,2
SKU-02953,10,8.512820512820513,256,0.0390625,Nokia,Fiber,4G,17.07,0.1841,968.96,76,0,2,2,0,2,2,1,1
SKU-03244,10,10.177777777777777,256,0.0390625,Juniper,Fiber,Dual (4G/5G),43.6,0.4452,309.68,15,0,2,2,0,2,1,0,3
SKU-01811,10,8.975,256,0.0390625,Nokia,Core,4G,39.23,0.4005,637.98,77,4,2,1,0,0,2,0,1
SKU-03863,10,9.897435897435898,256,0.0390625,Ericsson,Core,Dual (4G/5G),12.58,0.1398,1054.29,89,1,3,1,0,2,2,0,1
SKU-00565,10,9.428571428571429,256,0.0390625,Juniper,RAN,5G,12.74,0.1324,209.75,55,2,3,1,0,0,1,1,2
SKU-04605,10,8.80952380952381,256,0.0390625,HPE Aruba,Fiber,4G,7.49,0.0948,1035.17,8,3,0,2,1,0,1,1,2
SKU-03963,10,8.594594594594595,256,0.0390625,NEC,Fiber,5G,12.01,0.1344,396.5,89,1,1,2,1,1,0,1,3
SKU-03924,8,8.571428571428571,205,0.03902439024390244,NEC,Edge Router,5G,9.25,0.0942,494.38,6,0,3,1,1,2,1,0,0
SKU-04459,8,9.324324324324325,205,0.03902439024390244,Ciena,Fiber,5G,23.49,0.2417,783.29,22,1,1,0,1,0,2,2,1
SKU-02462,8,8.862745098039216,205,0.03902439024390244,ZTE,Cabling,5G,21.74,0.2372,265.27,60,0,1,2,0,0,3,0,2
SKU-04793,11,8.763157894736842,282,0.03900709219858156,HPE Aruba,Core,4G,22.49,0.2376,386.41,24,0,2,1,1,1,1,2,3
SKU-03978,11,8.830188679245284,282,0.03900709219858156,Ciena,Small Cell,5G,28.73,0.2972,156.6,11,3,0,0,1,1,1,2,3
SKU-03280,9,10.024390243902438,231,0.03896103896103896,Ciena,Edge Router,Dual (4G/5G),22.57,0.2367,220.74,83,0,2,1,1,1,1,2,1
SKU-02921,9,8.348837209302326,231,0.03896103896103896,HPE Aruba,Power,5G,12.58,0.1451,170.26,11,0,3,2,0,1,1,1,1
SKU-03177,9,9.930232558139535,231,0.03896103896103896,Samsung,Core,Dual (4G/5G),20.88,0.214,333.63,9,3,1,1,1,1,1,1,0
SKU-01007,9,8.18918918918919,231,0.03896103896103896,Samsung,Microwave,5G,32.06,0.3369,384.12,88,0,0,2,3,0,2,1,1
SKU-04679,9,8.902439024390244,231,0.03896103896103896,Cisco,Edge Router,4G,31.38,0.323,1263.59,47,1,3,0,1,1,0,2,1
SKU-02045,9,9.475,231,0.03896103896103896,Ericsson,Optical Transport,4G,21.13,0.2284,96.4,64,2,2,1,1,1,0,1,1
SKU-04048,12,8.282051282051283,308,0.03896103896103896,Juniper,Fiber,Dual (4G/5G),53.8,0.5412,447.81,29,2,1,1,0,1,3,2,2
SKU-03316,13,7.823529411764706,334,0.038922155688622756,Cisco,Optical Transport,Dual (4G/5G),23.43,0.2433,414.17,71,0,4,2,2,2,0,0,3
SKU-00651,10,8.708333333333334,257,0.038910505836575876,Ericsson,Cabling,Dual (4G/5G),11.12,0.1183,952.32,17,2,1,0,1,0,1,0,5
SKU-01802,10,10.0,257,0.038910505836575876,Juniper,RAN,5G,17.55,0.1836,551.34,59,1,1,2,0,0,3,1,2
