site_id,rma_date,rma_count,rolling_mean,rolling_std,z_score,deviation,pct_change,severity,consecutive_count,region,site_type,country,operator,week_number,year
ST-00111,2024-09-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,France,,38,2024
ST-00111,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,France,,25,2025
ST-00112,2023-06-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Telenor,26,2023
ST-00112,2024-07-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Telenor,28,2024
ST-00113,2025-09-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,36,2025
ST-00114,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Rogers,40,2024
ST-00116,2023-10-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,South Korea,,40,2023
ST-00116,2025-03-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,South Korea,,12,2025
ST-00117,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,46,2023
ST-00119,2024-04-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,SK Telecom,18,2024
ST-00121,2024-03-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telia,13,2024
ST-00122,2023-08-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Vodafone,33,2023
ST-00123,2024-10-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Vodafone,42,2024
ST-00124,2024-12-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telia,49,2024
ST-00126,2023-10-23,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Claro,43,2023
ST-00127,2024-09-23,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,T-Mobile US,39,2024
ST-00128,2024-01-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Three,2,2024
ST-00129,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,NTT Docomo,22,2025
ST-00130,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,Maxis,46,2023
ST-00131,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Maxis,5,2025
ST-00133,2023-03-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Three,12,2023
ST-00133,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Three,19,2024
ST-00135,2025-06-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Deutsche Telekom,26,2025
ST-00137,2023-04-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,A1 Telekom,17,2023
ST-00137,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,A1 Telekom,51,2024
ST-00138,2025-03-24,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,13,2025
ST-00138,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,41,2025
ST-00139,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,42,2025
ST-00140,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telefónica,49,2023
ST-00140,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telefónica,37,2025
ST-00143,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,11,2023
ST-00143,2024-01-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,4,2024
ST-00143,2024-07-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,28,2024
ST-00145,2023-04-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Maxis,14,2023
ST-00145,2023-08-14,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Maxis,33,2023
ST-00146,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Czechia,,13,2023
ST-00147,2025-09-01,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,NTT Docomo,36,2025
ST-00148,2023-08-14,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Maxis,33,2023
ST-00148,2024-02-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Maxis,7,2024
ST-00149,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Deutsche Telekom,3,2024
ST-00151,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Vodafone,7,2025
ST-00152,2025-05-19,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,Bell,21,2025
ST-00156,2023-04-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Spain,A1 Telekom,15,2023
ST-00157,2024-09-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Orange,38,2024
ST-00159,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Malaysia,,45,2023
ST-00160,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,40,2024
ST-00161,2023-12-18,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Brazil,,51,2023
ST-00162,2023-01-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Orange,3,2023
ST-00162,2023-12-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Orange,51,2023
ST-00163,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,TIM Brasil,11,2023
ST-00164,2023-12-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,51,2023
ST-00164,2025-02-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,9,2025
ST-00165,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,27,2023
ST-00166,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,24,2023
ST-00167,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,AT&T,37,2025
ST-00169,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,AT&T,12,2024
ST-00169,2025-05-12,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,AT&T,20,2025
ST-00170,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Three,44,2023
ST-00171,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,23,2025
ST-00172,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,Verizon,51,2024
ST-00173,2023-04-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Vietnam,,16,2023
ST-00173,2025-05-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Vietnam,,21,2025
ST-00174,2024-12-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,52,2024
ST-00175,2025-05-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Italy,,19,2025
ST-00176,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Three,13,2023
ST-00177,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,France,,40,2024
ST-00178,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Maxis,28,2023
ST-00179,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,34,2023
ST-00182,2025-03-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telefónica,10,2025
ST-00184,2023-08-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,35,2023
ST-00186,2023-12-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,India,,50,2023
ST-00189,2023-02-20,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Chile,Rogers,8,2023
ST-00191,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,39,2023
ST-00191,2024-03-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,11,2024
ST-00191,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,42,2025
ST-00194,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Australia,,46,2024
ST-00196,2023-08-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,Deutsche Telekom,35,2023
ST-00196,2024-04-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,Deutsche Telekom,16,2024
ST-00197,2023-12-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Poland,Telenor,50,2023
ST-00198,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,42,2023
ST-00198,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,4,2025
ST-00199,2023-09-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,36,2023
ST-00200,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Bharti Airtel,20,2023
ST-00201,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,13,2023
ST-00201,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,14,2025
ST-00202,2025-09-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Italy,,39,2025
ST-00203,2024-08-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telefónica,32,2024
ST-00204,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Vodafone,9,2023
ST-00205,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,A1 Telekom,27,2023
ST-00205,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,A1 Telekom,41,2025
ST-00209,2025-06-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,27,2025
ST-00212,2024-10-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telefónica,42,2024
ST-00212,2025-11-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telefónica,45,2025
ST-00213,2023-02-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Deutsche Telekom,6,2023
ST-00214,2023-09-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,UK,,38,2023
ST-00215,2024-04-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telenor,18,2024
ST-00216,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,44,2023
ST-00218,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telenor,4,2025
ST-00219,2024-10-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Three,41,2024
ST-00220,2023-05-01,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,USA,Rogers,18,2023
ST-00220,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,USA,Rogers,11,2025
ST-00222,2025-04-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Singtel,17,2025
ST-00224,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,TIM Brasil,9,2023
ST-00225,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,AT&T,13,2023
ST-00225,2025-08-04,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,AT&T,32,2025
ST-00227,2023-10-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Three,41,2023
ST-00227,2024-10-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Three,41,2024
ST-00228,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,24,2023
ST-00228,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,29,2025
ST-00230,2025-07-28,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,Rogers,31,2025
ST-00232,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,TIM Brasil,25,2024
ST-00233,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Mexico,,13,2023
ST-00233,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Mexico,,24,2024
ST-00234,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,USA,,22,2024
ST-00234,2025-09-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,USA,,38,2025
ST-00236,2024-08-05,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,USA,Verizon,32,2024
ST-00237,2024-06-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Reliance Jio,23,2024
ST-00239,2023-02-20,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Brazil,T-Mobile US,8,2023
ST-00239,2025-03-24,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Brazil,T-Mobile US,13,2025
ST-00241,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,3,2024
ST-00243,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telenor,22,2024
ST-00243,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telenor,51,2024
ST-00243,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telenor,35,2025
ST-00244,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,11,2025
ST-00245,2025-06-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telefónica,27,2025
ST-00247,2024-02-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,8,2024
ST-00249,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Three,10,2023
ST-00250,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Bharti Airtel,14,2025
ST-00251,2023-10-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Spain,Three,43,2023
ST-00252,2023-07-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Orange,29,2023
ST-00253,2023-07-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,31,2023
ST-00254,2023-05-22,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Singtel,21,2023
ST-00254,2024-09-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Singtel,36,2024
ST-00257,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,A1 Telekom,19,2023
ST-00258,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,NTT Docomo,19,2024
ST-00258,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,NTT Docomo,51,2024
ST-00259,2025-02-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Indonesia,,8,2025
ST-00260,2023-08-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,33,2023
ST-00262,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telia,19,2024
ST-00263,2023-01-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,UK,,3,2023
ST-00264,2024-08-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Spain,A1 Telekom,35,2024
ST-00265,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Canada,Rogers,45,2023
ST-00265,2024-08-19,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Canada,Rogers,34,2024
ST-00266,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telia,9,2023
ST-00269,2023-05-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Singtel,22,2023
ST-00269,2024-10-28,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Singtel,44,2024
ST-00271,2023-05-22,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Australia,Maxis,21,2023
ST-00271,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Australia,Maxis,25,2025
ST-00272,2023-08-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telia,33,2023
ST-00272,2024-10-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telia,43,2024
ST-00273,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,3,2024
ST-00273,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,4,2025
ST-00279,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,30,2024
ST-00280,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,30,2024
ST-00282,2023-01-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Sweden,,5,2023
ST-00283,2024-02-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,China Mobile,8,2024
ST-00284,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,India,,24,2023
ST-00285,2024-11-04,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Japan,Reliance Jio,45,2024
ST-00285,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Japan,Reliance Jio,40,2025
ST-00286,2023-05-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Vodafone,18,2023
ST-00287,2024-07-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Germany,,29,2024
ST-00289,2025-02-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,6,2025
ST-00291,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Mexico,,46,2023
ST-00292,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,9,2023
ST-00292,2025-05-19,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,21,2025
ST-00293,2025-05-12,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Mexico,Claro,20,2025
ST-00295,2024-07-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Vodafone,27,2024
ST-00296,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,19,2024
ST-00298,2025-04-28,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Thailand,,18,2025
ST-00299,2024-02-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,UK,,7,2024
ST-00301,2024-09-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,37,2024
ST-00301,2025-10-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,43,2025
ST-00302,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Italy,Telenor,19,2024
ST-00302,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Italy,Telenor,35,2025
ST-00304,2023-10-09,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Bharti Airtel,41,2023
ST-00304,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Bharti Airtel,30,2024
ST-00307,2023-06-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Deutsche Telekom,25,2023
ST-00307,2024-07-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Deutsche Telekom,29,2024
ST-00308,2024-09-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Sweden,Orange,38,2024
ST-00310,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Sweden,,29,2025
ST-00311,2023-11-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Vodafone,48,2023
ST-00311,2024-10-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Vodafone,43,2024
ST-00312,2024-04-01,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Brazil,,14,2024
ST-00314,2023-04-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,China,China Mobile,14,2023
ST-00316,2024-12-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,1,2024
ST-00320,2023-02-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Vodafone,6,2023
ST-00320,2024-10-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Vodafone,41,2024
ST-00321,2024-07-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Telstra,31,2024
ST-00322,2024-05-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,21,2024
ST-00322,2024-12-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,1,2024
ST-00324,2024-04-29,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,18,2024
ST-00325,2023-02-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,Telenor,6,2023
ST-00325,2024-01-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,Telenor,2,2024
ST-00326,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Vodafone,34,2023
ST-00332,2023-11-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,T-Mobile US,48,2023
ST-00333,2024-10-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Deutsche Telekom,44,2024
ST-00335,2023-04-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,17,2023
ST-00336,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Mexico,Verizon,10,2023
ST-00336,2024-03-04,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Mexico,Verizon,10,2024
ST-00337,2024-09-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Indonesia,Singtel,36,2024
ST-00339,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,USA,,28,2023
ST-00339,2024-05-20,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,USA,,21,2024
ST-00340,2024-01-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telenor,2,2024
ST-00343,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telia,39,2023
ST-00343,2025-10-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telia,44,2025
ST-00344,2024-02-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,9,2024
ST-00345,2023-01-09,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,T-Mobile US,2,2023
ST-00346,2023-02-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,6,2023
ST-00346,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,33,2024
ST-00348,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telia,44,2023
ST-00349,2024-04-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,16,2024
ST-00350,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,11,2023
ST-00350,2024-06-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,23,2024
ST-00351,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Maxis,3,2024
ST-00353,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telenor,10,2023
ST-00354,2025-04-07,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Chile,Claro,15,2025
ST-00355,2023-06-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Poland,Telefónica,25,2023
ST-00355,2024-08-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Poland,Telefónica,34,2024
ST-00356,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Rogers,29,2025
ST-00357,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Deutsche Telekom,27,2023
ST-00358,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,11,2023
ST-00358,2023-12-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,52,2023
