site_id,rma_date,rma_count,rolling_mean,rolling_std,deviation,pct_change,z_score,severity,region,site_type,country
ST-00372,2023-03-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2023-05-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2023-06-05,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2023-09-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2023-10-02,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2023-10-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2024-06-03,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2024-06-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2024-07-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2024-08-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2024-12-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2024-12-30,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2025-03-03,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2025-04-21,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2025-04-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2025-05-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Netherlands
ST-00372,2025-08-25,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Netherlands
ST-00373,2023-05-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00373,2023-06-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00373,2023-08-07,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00373,2023-10-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00373,2023-10-30,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00373,2024-06-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00373,2024-08-05,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Integration Center,Italy
ST-00373,2024-09-16,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Integration Center,Italy
ST-00373,2024-09-30,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Integration Center,Italy
ST-00373,2024-12-23,2,1.25,0.5000000000000011,0.75,59.523809523809526,1.4999999999999967,Normal,EMEA,Integration Center,Italy
ST-00373,2024-12-30,1,1.5,0.5773502691896268,-0.5,-33.11258278145696,-0.866025403784437,Normal,EMEA,Integration Center,Italy
ST-00373,2025-03-24,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Integration Center,Italy
ST-00373,2025-04-07,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Integration Center,Italy
ST-00373,2025-05-19,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Integration Center,Italy
ST-00373,2025-06-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00373,2025-08-04,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Integration Center,Italy
ST-00373,2025-10-27,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Integration Center,Italy
ST-00374,2023-05-22,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,EMEA,Warehouse,Germany
ST-00374,2023-06-05,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,EMEA,Warehouse,Germany
ST-00374,2023-06-19,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,EMEA,Warehouse,Germany
ST-00374,2023-12-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-01-22,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-03-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-03-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-05-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-08-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-10-07,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-12-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2024-12-30,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2025-03-24,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2025-05-05,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2025-07-21,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00374,2025-10-06,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Germany
ST-00375,2023-05-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2023-05-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2023-07-24,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2023-08-21,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2023-09-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2023-11-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2024-02-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2024-04-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2024-05-27,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Austria
ST-00375,2024-06-24,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,Austria
ST-00375,2024-07-01,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,Austria
ST-00375,2024-08-05,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,Austria
ST-00375,2024-09-09,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,Austria
ST-00375,2024-11-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2024-12-02,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2025-04-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Austria
ST-00375,2025-05-12,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Austria
ST-00375,2025-06-23,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,Austria
ST-00375,2025-08-04,2,1.25,0.5000000000000011,0.75,59.523809523809526,1.4999999999999967,Normal,EMEA,Cell Site,Austria
ST-00375,2025-09-01,1,1.5,0.5773502691896268,-0.5,-33.11258278145696,-0.866025403784437,Normal,EMEA,Cell Site,Austria
ST-00375,2025-09-15,1,1.5,0.5773502691896268,-0.5,-33.11258278145696,-0.866025403784437,Normal,EMEA,Cell Site,Austria
ST-00375,2025-10-06,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,Austria
ST-00376,2023-04-24,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,EMEA,Cell Site,Germany
ST-00376,2023-06-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2023-07-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2023-08-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2023-09-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2023-09-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2023-10-02,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2023-10-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2023-10-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2023-11-20,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Germany
ST-00376,2024-01-22,2,1.25,0.5000000000000011,0.75,59.523809523809526,1.4999999999999967,Normal,EMEA,Cell Site,Germany
ST-00376,2024-08-26,1,1.5,0.5773502691896268,-0.5,-33.11258278145696,-0.866025403784437,Normal,EMEA,Cell Site,Germany
ST-00376,2024-09-02,1,1.5,0.5773502691896268,-0.5,-33.11258278145696,-0.866025403784437,Normal,EMEA,Cell Site,Germany
ST-00376,2024-12-30,1,1.5,0.5773502691896268,-0.5,-33.11258278145696,-0.866025403784437,Normal,EMEA,Cell Site,Germany
ST-00376,2025-02-24,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,Germany
ST-00376,2025-03-31,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2025-06-02,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2025-07-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2025-08-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2025-08-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2025-09-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2025-09-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00376,2025-10-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Germany
ST-00377,2023-10-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-01-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-01-22,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-04-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-07-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-08-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-08-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-10-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2024-11-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2025-01-27,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,UK
ST-00377,2025-02-03,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,UK
ST-00377,2025-05-19,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,UK
ST-00377,2025-06-09,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,UK
ST-00377,2025-07-14,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Cell Site,UK
ST-00377,2025-08-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00377,2025-09-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,UK
ST-00378,2023-02-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00378,2023-09-11,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Warehouse,Austria
ST-00378,2023-09-25,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,EMEA,Warehouse,Austria
ST-00378,2023-10-02,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,EMEA,Warehouse,Austria
ST-00378,2023-11-27,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Warehouse,Austria
ST-00378,2023-12-18,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,EMEA,Warehouse,Austria
ST-00378,2023-12-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00378,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00378,2024-03-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00378,2024-06-03,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00378,2024-10-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00378,2025-03-31,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00378,2025-04-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00378,2025-09-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00379,2023-03-13,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Poland
ST-00379,2023-06-26,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,EMEA,Cell Site,Poland
ST-00379,2023-08-14,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,EMEA,Cell Site,Poland
ST-00379,2023-12-11,3,1.3333333333333333,0.5773502691896273,1.6666666666666667,124.0694789081886,2.8867513459481215,High,EMEA,Cell Site,Poland
ST-00379,2024-04-22,1,1.75,0.9574271077563388,-0.75,-42.61363636363637,-0.7833494518006398,Normal,EMEA,Cell Site,Poland
ST-00379,2024-04-29,1,1.5,1.0000000000000004,-0.5,-33.11258278145696,-0.4999999999999998,Normal,EMEA,Cell Site,Poland
ST-00379,2024-05-13,1,1.5,1.0000000000000004,-0.5,-33.11258278145696,-0.4999999999999998,Normal,EMEA,Cell Site,Poland
ST-00379,2024-06-10,1,1.5,1.0000000000000004,-0.5,-33.11258278145696,-0.4999999999999998,Normal,EMEA,Cell Site,Poland
ST-00379,2024-07-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00379,2024-09-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00379,2024-09-30,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00379,2024-11-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00379,2025-02-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00379,2025-03-03,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00379,2025-09-15,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Poland
ST-00380,2023-01-16,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2023-05-22,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2023-06-19,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2023-09-04,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2023-09-18,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2023-11-20,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2023-12-11,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2024-01-22,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2024-04-22,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2024-05-06,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2024-05-13,2,1.0,0.5,1.0,99.00990099009901,2.0,High,AMER,Warehouse,Chile
ST-00380,2024-06-10,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,AMER,Warehouse,Chile
ST-00380,2024-12-09,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,AMER,Warehouse,Chile
ST-00380,2024-12-23,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,AMER,Warehouse,Chile
ST-00380,2025-03-17,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,AMER,Warehouse,Chile
ST-00380,2025-05-26,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00380,2025-09-29,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00381,2023-04-17,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00381,2023-06-05,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00381,2023-09-25,2,1.0,0.5,1.0,99.00990099009901,2.0,High,APAC,Integration Center,Vietnam
ST-00381,2023-11-06,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,APAC,Integration Center,Vietnam
ST-00381,2023-11-20,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,APAC,Integration Center,Vietnam
ST-00381,2023-12-04,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,APAC,Integration Center,Vietnam
ST-00381,2023-12-25,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,APAC,Integration Center,Vietnam
ST-00381,2024-02-05,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00381,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00381,2024-04-15,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00381,2024-06-10,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00381,2024-08-19,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00381,2025-03-24,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00381,2025-09-29,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Vietnam
ST-00382,2023-01-16,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2023-02-20,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2023-03-20,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2023-04-17,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2023-07-17,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2023-12-18,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2024-01-15,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2024-04-01,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2024-10-28,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2024-11-04,3,1.0,0.5,2.0,198.01980198019803,4.0,Critical,APAC,Integration Center,Thailand
ST-00382,2024-11-25,1,1.5,1.0000000000000004,-0.5,-33.11258278145696,-0.4999999999999998,Normal,APAC,Integration Center,Thailand
ST-00382,2024-12-09,1,1.5,1.0000000000000004,-0.5,-33.11258278145696,-0.4999999999999998,Normal,APAC,Integration Center,Thailand
ST-00382,2025-01-13,1,1.5,1.0000000000000004,-0.5,-33.11258278145696,-0.4999999999999998,Normal,APAC,Integration Center,Thailand
ST-00382,2025-01-27,1,1.5,1.0000000000000004,-0.5,-33.11258278145696,-0.4999999999999998,Normal,APAC,Integration Center,Thailand
ST-00382,2025-03-03,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2025-04-28,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2025-07-07,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2025-07-28,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00382,2025-08-18,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Integration Center,Thailand
ST-00383,2023-02-20,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2023-03-13,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2023-06-12,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2023-06-19,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2023-08-07,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2023-10-09,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2024-06-03,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2024-07-22,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2024-08-26,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2024-09-23,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2024-09-30,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2025-01-20,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2025-02-24,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2025-03-17,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2025-04-07,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,India
ST-00383,2025-06-23,2,1.0,0.5,1.0,99.00990099009901,2.0,High,APAC,Cell Site,India
ST-00383,2025-09-08,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,APAC,Cell Site,India
ST-00384,2023-05-01,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,AMER,Warehouse,Chile
ST-00384,2023-09-11,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,AMER,Warehouse,Chile
ST-00384,2023-09-25,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,AMER,Warehouse,Chile
ST-00384,2023-11-13,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00384,2023-12-18,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00384,2024-01-01,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00384,2024-02-26,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00384,2024-04-08,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00384,2024-04-22,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00384,2024-10-21,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Warehouse,Chile
ST-00384,2025-01-20,2,1.0,0.5,1.0,99.00990099009901,2.0,High,AMER,Warehouse,Chile
ST-00384,2025-02-03,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,AMER,Warehouse,Chile
ST-00384,2025-10-13,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,AMER,Warehouse,Chile
ST-00384,2025-10-20,1,1.25,0.5000000000000011,-0.25,-19.841269841269842,-0.4999999999999989,Normal,AMER,Warehouse,Chile
ST-00385,2023-03-13,1,1.3333333333333333,0.5773502691896273,-0.33333333333333326,-24.81389578163771,-0.5773502691896241,Normal,AMER,Integration Center,Chile
ST-00385,2023-05-15,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
ST-00385,2023-05-22,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
ST-00385,2023-06-26,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
ST-00385,2023-07-03,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
ST-00385,2023-11-06,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
ST-00385,2023-12-04,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
ST-00385,2024-03-18,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
ST-00385,2024-04-22,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
ST-00385,2024-04-29,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Integration Center,Chile
