sku_id,vendor,category,technology,unit_weight_kg,unit_volume_m3,std_cost_usd,supplier_nominal_lead_time_days
SKU-00964,Juniper,RAN,5G,22.15,0.2259,149.07,56
SKU-00965,Ericsson,Power,5G,13.0,0.1302,288.14,50
SKU-00966,ZTE,Edge Router,Dual (4G/5G),7.81,0.0954,376.69,84
SKU-00967,Cisco,RAN,4G,11.24,0.1229,159.28,45
SKU-00968,Nokia,Core,5G,13.62,0.1559,1468.07,6
SKU-00969,NEC,RAN,5G,5.15,0.0592,422.16,53
SKU-00970,Samsung,Power,5G,28.4,0.3031,120.58,82
SKU-00971,NEC,Core,4G,37.1,0.3833,271.15,32
SKU-00972,Ericsson,Power,4G,66.84,0.6786,164.24,36
SKU-00973,Cisco,Antenna,4G,7.69,0.083,732.26,80
SKU-00974,Cisco,Optical Transport,5G,20.36,0.2201,655.64,81
SKU-00975,ZTE,Small Cell,Dual (4G/5G),31.4,0.3306,677.28,26
SKU-00976,Ciena,Power,Dual (4G/5G),45.06,0.4589,884.06,46
SKU-00977,ZTE,Power,5G,8.88,0.1033,2339.67,33
SKU-00978,Ciena,Cabling,Dual (4G/5G),29.01,0.299,1722.66,83
SKU-00979,Ciena,Cabling,5G,16.16,0.1764,281.94,72
SKU-00980,Samsung,Power,5G,4.78,0.0677,2216.18,37
SKU-00981,ZTE,Edge Router,5G,35.02,0.3554,343.7,50
SKU-00982,Nokia,RAN,5G,26.13,0.274,438.75,13
SKU-00983,Huawei,RAN,4G,9.2,0.0996,427.05,42
SKU-00984,Huawei,Core,5G,20.57,0.2167,686.61,84
SKU-00985,ZTE,Core,5G,13.05,0.148,90.61,30
SKU-00986,ZTE,Core,5G,7.88,0.0858,411.55,47
SKU-00987,NEC,RAN,Dual (4G/5G),12.86,0.13,510.96,57
SKU-00988,Samsung,Fiber,5G,3.95,0.0555,104.81,31
SKU-00989,ZTE,Antenna,4G,44.9,0.4601,103.26,15
SKU-00990,NEC,Small Cell,5G,42.9,0.438,208.39,30
SKU-00991,Ciena,Edge Router,5G,7.25,0.0762,223.09,82
SKU-00992,Cisco,Fiber,4G,36.51,0.367,417.51,61
SKU-00993,Cisco,Antenna,4G,8.63,0.0919,362.69,5
SKU-00994,Ciena,Core,5G,35.46,0.369,1031.96,15
SKU-00995,Juniper,Optical Transport,Dual (4G/5G),39.64,0.4046,297.68,34
SKU-00996,NEC,Small Cell,5G,34.43,0.3557,302.16,8
SKU-00997,NEC,Power,Dual (4G/5G),11.58,0.1174,900.65,76
SKU-00998,Ciena,Edge Router,Dual (4G/5G),34.87,0.3512,88.04,84
SKU-00999,Nokia,RAN,4G,33.33,0.3335,1667.17,37
SKU-01000,HPE Aruba,RAN,5G,8.63,0.0998,119.34,37
SKU-01001,Ericsson,Antenna,5G,20.38,0.2091,912.96,78
SKU-01002,Ciena,Power,4G,33.51,0.3544,792.61,70
SKU-01003,ZTE,Core,5G,34.69,0.3531,1411.19,8
SKU-01004,ZTE,Microwave,5G,35.53,0.3626,227.8,55
SKU-01005,Samsung,Power,4G,28.53,0.2947,417.24,31
SKU-01006,Ciena,Power,Dual (4G/5G),32.32,0.3296,160.56,37
SKU-01007,Samsung,Microwave,5G,32.06,0.3369,384.12,88
SKU-01008,Ciena,Antenna,Dual (4G/5G),28.6,0.3035,371.69,81
SKU-01009,NEC,RAN,4G,14.9,0.1492,1398.14,79
SKU-01010,Ericsson,Core,Dual (4G/5G),12.36,0.1367,620.2,87
SKU-01011,NEC,Cabling,5G,37.38,0.3875,392.64,36
SKU-01012,HPE Aruba,Optical Transport,4G,7.71,0.0963,388.59,71
SKU-01013,Cisco,Antenna,5G,14.29,0.1503,279.41,81
SKU-01014,Huawei,Fiber,5G,14.81,0.152,333.2,32
SKU-01015,Ciena,Fiber,5G,23.21,0.2425,430.83,61
SKU-01016,HPE Aruba,RAN,5G,21.67,0.2257,1902.87,23
SKU-01017,Cisco,RAN,4G,65.3,0.6688,556.37,35
SKU-01018,Juniper,Optical Transport,5G,17.97,0.1978,176.22,88
SKU-01019,Ericsson,Power,5G,14.5,0.1467,3250.08,57
SKU-01020,Samsung,Fiber,5G,17.12,0.1881,922.95,36
SKU-01021,Samsung,Antenna,5G,11.0,0.1282,877.94,13
SKU-01022,NEC,Fiber,Dual (4G/5G),8.83,0.1068,339.41,55
SKU-01023,ZTE,Small Cell,5G,14.11,0.1564,763.58,87
SKU-01024,Cisco,Fiber,5G,44.77,0.4625,514.63,27
SKU-01025,Juniper,Optical Transport,Dual (4G/5G),29.2,0.2923,135.99,29
SKU-01026,HPE Aruba,Optical Transport,5G,18.12,0.1996,579.93,50
SKU-01027,Ericsson,Cabling,4G,28.57,0.2927,147.83,48
SKU-01028,Cisco,Microwave,4G,13.36,0.1344,512.06,70
SKU-01029,Juniper,RAN,5G,6.13,0.0696,551.73,71
SKU-01030,Huawei,Power,4G,49.08,0.5055,194.44,32
SKU-01031,Ciena,Antenna,5G,15.3,0.1618,443.21,82
SKU-01032,Samsung,RAN,4G,52.19,0.5371,649.09,28
SKU-01033,HPE Aruba,Fiber,4G,8.67,0.0969,267.72,60
SKU-01034,Samsung,Antenna,5G,10.56,0.1116,581.57,54
SKU-01035,HPE Aruba,Edge Router,Dual (4G/5G),12.14,0.1255,1116.38,7
SKU-01036,NEC,RAN,5G,15.32,0.1616,791.34,27
SKU-01037,ZTE,RAN,Dual (4G/5G),15.78,0.1585,314.84,38
SKU-01038,HPE Aruba,Fiber,Dual (4G/5G),14.56,0.1541,1290.2,13
SKU-01039,Samsung,Fiber,4G,32.63,0.3277,736.8,86
SKU-01040,NEC,Antenna,4G,13.57,0.1532,352.38,63
SKU-01041,HPE Aruba,Power,5G,25.31,0.2646,246.3,70
SKU-01042,Huawei,RAN,Dual (4G/5G),15.51,0.168,661.81,26
SKU-01043,ZTE,RAN,5G,15.59,0.1617,961.3,39
SKU-01044,HPE Aruba,Fiber,Dual (4G/5G),20.33,0.2078,999.51,35
SKU-01045,NEC,Microwave,4G,7.49,0.0891,660.53,82
SKU-01046,Cisco,Core,4G,15.15,0.1649,307.12,52
SKU-01047,Nokia,Edge Router,5G,4.12,0.0437,635.56,57
SKU-01048,Juniper,RAN,5G,21.88,0.2236,202.62,79
SKU-01049,Nokia,Optical Transport,4G,7.99,0.0988,508.78,36
SKU-01050,Nokia,Core,5G,20.52,0.2113,1700.44,89
SKU-01051,Ericsson,Optical Transport,4G,16.32,0.1637,180.19,16
SKU-01052,Huawei,RAN,5G,30.1,0.3023,259.1,66
SKU-01053,Cisco,Fiber,Dual (4G/5G),29.04,0.3059,860.41,7
SKU-01054,Ciena,Antenna,Dual (4G/5G),12.41,0.1392,200.11,10
SKU-01055,HPE Aruba,Optical Transport,5G,26.24,0.27,1377.16,16
SKU-01056,Juniper,Fiber,5G,5.12,0.0543,880.86,57
SKU-01057,ZTE,Core,5G,30.42,0.3142,910.76,24
SKU-01058,Cisco,Power,4G,3.93,0.0459,1002.54,10
SKU-01059,Samsung,Antenna,4G,22.16,0.2291,143.46,88
SKU-01060,Ciena,Fiber,4G,18.79,0.1931,169.81,18
SKU-01061,Ericsson,Antenna,Dual (4G/5G),2.45,0.0258,1159.89,60
SKU-01062,Ericsson,RAN,Dual (4G/5G),18.12,0.197,315.6,45
SKU-01063,Cisco,RAN,5G,38.28,0.3952,380.76,53
SKU-01064,NEC,Antenna,5G,19.35,0.2102,710.74,69
SKU-01065,Nokia,Core,4G,16.4,0.1741,455.34,88
SKU-01066,Samsung,Optical Transport,5G,39.38,0.4135,957.71,35
SKU-01067,Ericsson,Fiber,5G,19.79,0.2172,640.85,32
SKU-01068,Juniper,Antenna,5G,20.37,0.2091,344.39,16
SKU-01069,Ericsson,Antenna,4G,11.79,0.1256,373.92,20
SKU-01070,ZTE,Core,Dual (4G/5G),15.62,0.1713,496.05,39
SKU-01071,HPE Aruba,Antenna,5G,9.32,0.1087,551.13,48
SKU-01072,Ericsson,RAN,Dual (4G/5G),13.6,0.1542,768.0,72
SKU-01073,ZTE,RAN,Dual (4G/5G),11.74,0.1305,460.56,14
SKU-01074,Cisco,Cabling,Dual (4G/5G),8.1,0.0905,377.04,7
SKU-01075,Cisco,RAN,4G,18.06,0.1882,349.31,35
SKU-01076,Ciena,Core,4G,73.58,0.7442,285.52,56
SKU-01077,Ericsson,Cabling,4G,21.05,0.2275,1456.59,69
SKU-01078,Juniper,Core,4G,27.74,0.297,200.62,9
SKU-01079,Ericsson,RAN,5G,23.79,0.2389,147.18,9
SKU-01080,Juniper,Optical Transport,5G,12.89,0.1405,823.13,70
SKU-01081,Huawei,Edge Router,5G,32.36,0.334,592.96,19
SKU-01082,Ciena,Edge Router,4G,13.12,0.1387,2103.84,69
SKU-01083,Huawei,Fiber,Dual (4G/5G),41.97,0.4367,377.38,25
SKU-01084,Ericsson,Fiber,4G,18.85,0.2,394.18,75
SKU-01085,Ciena,Edge Router,4G,19.6,0.2023,208.74,15
SKU-01086,Huawei,Antenna,5G,15.6,0.1649,437.29,46
SKU-01087,Nokia,RAN,5G,21.7,0.2241,100.78,70
SKU-01088,Ericsson,Optical Transport,5G,37.05,0.3791,89.1,65
SKU-01089,Huawei,Antenna,4G,14.41,0.1455,261.2,64
SKU-01090,Nokia,Core,5G,26.09,0.2631,425.41,18
SKU-01091,Nokia,Small Cell,4G,10.64,0.1189,252.25,9
SKU-01092,Cisco,Edge Router,4G,23.98,0.2535,253.97,35
SKU-01093,Ericsson,Fiber,5G,19.77,0.2104,120.71,52
SKU-01094,Nokia,Core,4G,10.51,0.1204,668.64,36
SKU-01095,Cisco,Edge Router,4G,25.1,0.2699,228.12,61
SKU-01096,Huawei,Core,5G,18.49,0.2021,1521.77,38
SKU-01097,ZTE,Fiber,Dual (4G/5G),16.96,0.178,381.69,78
SKU-01098,Ericsson,Power,Dual (4G/5G),6.13,0.0657,173.96,31
SKU-01099,Ciena,Small Cell,5G,15.5,0.1612,63.78,86
SKU-01100,Juniper,Optical Transport,4G,43.82,0.45,151.03,9
SKU-01101,Juniper,RAN,4G,29.78,0.3149,383.48,21
SKU-01102,Huawei,Core,4G,18.36,0.1976,60.28,79
SKU-01103,NEC,Power,5G,62.16,0.6325,214.0,73
SKU-01104,NEC,Antenna,5G,46.1,0.473,263.57,60
SKU-01105,Huawei,Core,5G,65.52,0.6658,223.15,42
SKU-01106,Nokia,Cabling,5G,9.92,0.1186,252.75,58
SKU-01107,Ericsson,Core,4G,14.68,0.1631,278.02,52
SKU-01108,Juniper,Power,5G,4.12,0.0568,215.27,89
SKU-01109,Juniper,Antenna,4G,6.38,0.0741,1307.6,84
SKU-01110,Nokia,Microwave,5G,8.66,0.0932,246.31,53
SKU-01111,Juniper,Core,5G,37.58,0.3762,49.28,45
SKU-01112,Ciena,Small Cell,5G,37.88,0.3797,108.96,26
SKU-01113,Ericsson,Antenna,5G,25.63,0.2569,652.97,61
SKU-01114,HPE Aruba,Power,5G,2.1,0.0406,578.45,70
SKU-01115,Juniper,Power,4G,11.58,0.1181,265.04,23
SKU-01116,Huawei,Optical Transport,4G,9.68,0.0996,130.44,6
SKU-01117,Ciena,Power,5G,6.27,0.0724,712.79,79
SKU-01118,Juniper,Antenna,4G,38.41,0.3937,113.33,37
SKU-01119,Ciena,Cabling,5G,19.3,0.2114,543.97,77
SKU-01120,Cisco,Optical Transport,5G,8.02,0.0817,286.2,63
SKU-01121,HPE Aruba,Microwave,Dual (4G/5G),17.97,0.1988,601.66,10
SKU-01122,Samsung,Optical Transport,Dual (4G/5G),19.72,0.2015,269.02,15
SKU-01123,Huawei,RAN,4G,22.92,0.2486,1297.53,31
SKU-01124,Huawei,RAN,Dual (4G/5G),18.68,0.1976,92.21,76
SKU-01125,Ericsson,Core,5G,15.3,0.166,639.22,49
SKU-01126,Ciena,RAN,5G,6.46,0.0709,305.85,35
SKU-01127,Nokia,RAN,4G,15.86,0.1708,229.73,67
SKU-01128,Huawei,Power,Dual (4G/5G),17.03,0.1845,1101.18,48
SKU-01129,Ciena,RAN,4G,12.66,0.1268,178.74,45
SKU-01130,Ciena,RAN,Dual (4G/5G),12.46,0.1253,486.53,51
SKU-01131,ZTE,Core,4G,12.87,0.1484,444.8,73
SKU-01132,ZTE,Microwave,5G,19.6,0.2052,150.77,83
SKU-01133,Samsung,Power,5G,5.66,0.0753,780.9,6
SKU-01134,Cisco,RAN,4G,8.98,0.1044,2032.12,19
SKU-01135,Samsung,Fiber,4G,21.29,0.2204,1474.03,24
SKU-01136,Juniper,Small Cell,5G,22.42,0.2272,554.3,7
SKU-01137,Nokia,Fiber,4G,35.24,0.372,336.16,43
SKU-01138,Juniper,Power,5G,71.89,0.7306,775.13,78
SKU-01139,NEC,Antenna,5G,24.58,0.2496,875.18,14
SKU-01140,Juniper,Cabling,Dual (4G/5G),7.11,0.0847,433.88,44
SKU-01141,Ericsson,RAN,5G,34.8,0.3498,59.63,17
SKU-01142,Juniper,Core,4G,9.94,0.1168,116.16,89
SKU-01143,Samsung,Antenna,4G,9.17,0.0935,582.73,48
SKU-01144,Huawei,Core,4G,7.09,0.0756,523.09,36
SKU-01145,Huawei,RAN,Dual (4G/5G),26.81,0.2699,278.79,77
SKU-01146,ZTE,Fiber,Dual (4G/5G),15.79,0.16,502.53,34
SKU-01147,Nokia,Antenna,5G,34.17,0.3522,125.02,5
SKU-01148,Nokia,RAN,4G,9.58,0.1095,349.57,57
SKU-01149,Ericsson,Power,Dual (4G/5G),5.69,0.0727,308.34,80
SKU-01150,Samsung,Microwave,Dual (4G/5G),35.56,0.3695,83.83,48
SKU-01151,ZTE,Fiber,Dual (4G/5G),38.45,0.3918,432.61,39
SKU-01152,NEC,Optical Transport,Dual (4G/5G),10.55,0.1166,119.06,44
SKU-01153,Nokia,Core,5G,12.95,0.1481,812.96,49
SKU-01154,Huawei,Antenna,4G,23.22,0.24,527.31,64
SKU-01155,Juniper,Edge Router,5G,7.93,0.0843,236.38,67
SKU-01156,Juniper,Cabling,5G,4.92,0.0596,178.71,14
SKU-01157,ZTE,Core,5G,14.61,0.152,132.5,51
SKU-01158,Samsung,Optical Transport,5G,16.69,0.1721,275.68,28
SKU-01159,Samsung,Cabling,4G,26.17,0.2773,748.48,61
SKU-01160,Cisco,RAN,5G,22.63,0.2441,307.73,22
SKU-01161,HPE Aruba,Core,5G,21.26,0.2226,351.55,61
SKU-01162,Nokia,Microwave,4G,16.43,0.1799,166.63,76
SKU-01163,Samsung,Cabling,5G,6.4,0.0677,269.33,50
SKU-01164,Huawei,Small Cell,Dual (4G/5G),13.95,0.1505,336.76,47
SKU-01165,ZTE,Small Cell,Dual (4G/5G),24.15,0.2542,445.54,81
SKU-01166,NEC,Edge Router,5G,18.12,0.191,350.46,20
SKU-01167,Cisco,Optical Transport,5G,86.96,0.8719,577.67,18
SKU-01168,Ciena,Edge Router,4G,24.75,0.2622,681.27,13
SKU-01169,Ericsson,Antenna,5G,7.43,0.0911,1370.28,77
SKU-01170,NEC,Microwave,5G,23.18,0.2445,481.03,73
SKU-01171,Ciena,Small Cell,5G,35.58,0.3592,564.91,65
SKU-01172,Juniper,Core,Dual (4G/5G),4.96,0.0511,265.58,15
SKU-01173,Ericsson,Small Cell,5G,47.63,0.4823,1381.54,23
SKU-01174,Nokia,Antenna,4G,35.17,0.3524,276.91,68
SKU-01175,Huawei,Antenna,4G,45.51,0.4719,653.04,42
SKU-01176,Ericsson,Core,5G,42.54,0.4395,271.97,14
SKU-01177,HPE Aruba,RAN,5G,18.74,0.1987,359.4,20
SKU-01178,Ciena,Core,Dual (4G/5G),10.2,0.1198,409.93,73
SKU-01179,Nokia,Optical Transport,5G,24.6,0.2482,84.53,86
SKU-01180,HPE Aruba,RAN,5G,15.71,0.1714,472.82,46
SKU-01181,Juniper,Power,5G,8.8,0.0909,378.35,48
SKU-01182,HPE Aruba,Core,5G,8.6,0.0872,235.31,57
SKU-01183,Cisco,Cabling,5G,42.19,0.4246,180.61,39
SKU-01184,Cisco,Cabling,5G,13.2,0.151,241.64,40
SKU-01185,ZTE,RAN,5G,12.89,0.1377,172.41,26
SKU-01186,NEC,Small Cell,4G,13.51,0.1361,270.34,28
SKU-01187,NEC,Microwave,Dual (4G/5G),27.9,0.2907,236.14,80
SKU-01188,Nokia,Edge Router,4G,51.52,0.5192,305.29,16
SKU-01189,Juniper,Edge Router,4G,8.77,0.0878,741.9,39
SKU-01190,Samsung,Antenna,4G,43.84,0.4536,194.94,54
SKU-01191,Cisco,RAN,4G,27.83,0.2814,252.96,87
SKU-01192,Nokia,Edge Router,5G,9.69,0.1157,442.89,82
SKU-01193,Samsung,Cabling,4G,24.53,0.2572,184.15,44
SKU-01194,NEC,Microwave,4G,15.43,0.156,742.23,26
SKU-01195,ZTE,Cabling,5G,49.31,0.4975,186.44,51
SKU-01196,HPE Aruba,Small Cell,5G,9.06,0.1028,449.22,79
SKU-01197,Cisco,Small Cell,4G,26.99,0.2767,943.5,70
SKU-01198,Nokia,RAN,5G,6.41,0.0747,183.67,14
SKU-01199,Ericsson,Microwave,5G,15.64,0.1724,212.78,47
SKU-01200,Samsung,Core,Dual (4G/5G),42.45,0.4404,281.26,73
SKU-01201,HPE Aruba,Core,5G,44.5,0.459,409.67,89
SKU-01202,Cisco,Optical Transport,4G,7.77,0.0954,363.51,29
SKU-01203,NEC,Microwave,5G,3.77,0.0417,397.94,51
SKU-01204,Juniper,Small Cell,5G,15.8,0.1615,604.84,11
SKU-01205,Samsung,Small Cell,4G,26.11,0.2771,347.3,32
SKU-01206,NEC,RAN,Dual (4G/5G),10.41,0.1105,124.91,84
SKU-01207,Cisco,Core,5G,11.23,0.1225,1117.43,49
SKU-01208,Samsung,Core,Dual (4G/5G),29.81,0.313,569.69,71
SKU-01209,HPE Aruba,Microwave,5G,6.92,0.0771,145.61,87
SKU-01210,Cisco,Cabling,5G,17.63,0.1789,348.12,16
SKU-01211,Ciena,Cabling,5G,23.55,0.2491,756.19,87
SKU-01212,Nokia,Antenna,5G,10.55,0.1218,195.04,15
SKU-01213,HPE Aruba,Fiber,5G,9.92,0.0995,845.17,7
SKU-01214,Samsung,Power,Dual (4G/5G),57.41,0.5854,185.91,65
SKU-01215,Juniper,Cabling,5G,36.5,0.3744,568.95,70
SKU-01216,NEC,Optical Transport,Dual (4G/5G),11.17,0.1169,51.97,60
SKU-01217,Ericsson,Power,Dual (4G/5G),7.08,0.074,857.98,30
SKU-01218,NEC,Edge Router,Dual (4G/5G),11.01,0.1139,89.18,85
SKU-01219,Samsung,RAN,5G,24.51,0.2596,1046.22,38
SKU-01220,NEC,Optical Transport,5G,17.44,0.1851,158.76,59
SKU-01221,Nokia,Optical Transport,4G,8.83,0.1079,1820.43,83
SKU-01222,Cisco,Small Cell,5G,25.2,0.2569,438.05,80
SKU-01223,Ericsson,Microwave,4G,7.36,0.0927,910.0,20
SKU-01224,Huawei,Optical Transport,4G,21.56,0.2259,347.54,84
SKU-01225,Samsung,Core,4G,59.41,0.597,119.39,43
SKU-01226,ZTE,Cabling,Dual (4G/5G),20.49,0.2079,190.95,10
SKU-01227,Huawei,RAN,Dual (4G/5G),20.28,0.215,585.71,76
SKU-01228,NEC,Small Cell,5G,8.94,0.106,4106.35,56
SKU-01229,Samsung,Antenna,5G,14.54,0.1604,1278.93,29
SKU-01230,Ciena,Power,5G,12.76,0.1407,432.9,60
SKU-01231,ZTE,Cabling,5G,20.38,0.2072,858.99,87
SKU-01232,Ericsson,RAN,5G,11.67,0.1189,480.0,23
SKU-01233,Juniper,Core,5G,12.59,0.1259,335.08,80
SKU-01234,Ciena,Fiber,5G,33.78,0.3398,422.51,77
SKU-01235,Huawei,RAN,5G,17.89,0.1942,255.98,31
SKU-01236,Cisco,Optical Transport,5G,28.55,0.3034,426.7,9
SKU-01237,Nokia,Power,5G,65.77,0.6625,537.71,30
SKU-01238,Juniper,Optical Transport,Dual (4G/5G),20.49,0.2208,382.34,34
SKU-01239,Ciena,Small Cell,4G,54.3,0.547,275.11,82
SKU-01240,Cisco,RAN,4G,18.38,0.1888,263.43,39
SKU-01241,Cisco,Fiber,5G,28.09,0.2854,322.7,79
SKU-01242,Samsung,Power,4G,34.68,0.3478,439.81,57
SKU-01243,Ciena,Fiber,5G,15.49,0.1588,272.55,72
SKU-01244,Ericsson,Core,4G,24.24,0.2499,612.7,37
SKU-01245,NEC,Power,5G,12.98,0.1379,108.91,74
SKU-01246,ZTE,Antenna,4G,22.82,0.2344,475.55,32
SKU-01247,ZTE,Edge Router,5G,11.52,0.1255,876.19,78
SKU-01248,Huawei,Core,5G,7.14,0.079,1657.2,40
SKU-01249,Huawei,Power,4G,10.07,0.1201,378.8,53
SKU-01250,ZTE,Fiber,5G,14.96,0.1657,676.5,57
SKU-01251,Ericsson,Edge Router,4G,19.05,0.2091,475.42,73
SKU-01252,Nokia,Small Cell,Dual (4G/5G),33.6,0.3471,908.5,6
SKU-01253,HPE Aruba,Optical Transport,Dual (4G/5G),55.54,0.569,331.34,84
SKU-01254,NEC,Edge Router,4G,12.33,0.1266,597.0,75
SKU-01255,Nokia,Fiber,Dual (4G/5G),8.97,0.1048,70.96,68
SKU-01256,Samsung,Cabling,5G,41.77,0.4224,885.68,25
SKU-01257,HPE Aruba,Antenna,Dual (4G/5G),32.1,0.3239,444.13,39
SKU-01258,HPE Aruba,Small Cell,5G,15.62,0.157,230.02,50
SKU-01259,Ciena,Edge Router,4G,17.74,0.1868,500.14,52
SKU-01260,Ericsson,RAN,Dual (4G/5G),11.76,0.1233,1242.52,26
SKU-01261,Ericsson,RAN,4G,41.31,0.4328,186.38,10
SKU-01262,HPE Aruba,Fiber,4G,21.56,0.2206,196.07,37
SKU-01263,Ciena,Antenna,4G,12.24,0.1397,108.95,43
SKU-01264,NEC,Microwave,4G,22.96,0.2359,196.29,47
SKU-01265,HPE Aruba,RAN,5G,22.86,0.2436,186.98,29
SKU-01266,Juniper,RAN,5G,45.65,0.4697,342.68,22
SKU-01267,Huawei,Antenna,Dual (4G/5G),32.13,0.3325,416.97,45
SKU-01268,Huawei,Core,4G,6.37,0.072,130.62,39
SKU-01269,Nokia,Core,Dual (4G/5G),36.72,0.3806,517.53,28
SKU-01270,Samsung,Power,Dual (4G/5G),11.61,0.1242,491.64,59
SKU-01271,Huawei,Antenna,4G,38.96,0.4006,482.88,44
SKU-01272,Cisco,Cabling,5G,4.06,0.0524,199.64,33
SKU-01273,Nokia,Power,Dual (4G/5G),34.27,0.348,1874.43,14
SKU-01274,Huawei,RAN,5G,22.51,0.2319,667.46,83
SKU-01275,Samsung,Power,5G,28.29,0.2833,137.8,14
SKU-01276,Ericsson,Fiber,5G,35.41,0.3711,112.47,68
SKU-01277,Ericsson,Small Cell,5G,17.05,0.1856,210.89,33
SKU-01278,NEC,Microwave,4G,13.15,0.1352,432.78,22
SKU-01279,HPE Aruba,RAN,5G,19.4,0.2012,1279.96,6
SKU-01280,Juniper,RAN,4G,10.75,0.1159,234.41,29
SKU-01281,Ericsson,Core,5G,18.03,0.187,116.67,89
SKU-01282,Ciena,Antenna,Dual (4G/5G),10.89,0.1249,507.51,55
SKU-01283,Huawei,RAN,5G,27.5,0.2895,276.63,26
SKU-01284,Ciena,Edge Router,Dual (4G/5G),17.05,0.1858,439.7,13
SKU-01285,Samsung,Core,5G,34.18,0.3599,353.39,78
SKU-01286,Ericsson,RAN,5G,10.96,0.1215,324.49,8
SKU-01287,Juniper,Edge Router,5G,11.67,0.129,915.24,25
SKU-01288,Samsung,Optical Transport,Dual (4G/5G),34.5,0.3594,645.52,34
SKU-01289,Cisco,Core,5G,8.99,0.1035,478.48,37
SKU-01290,Cisco,Fiber,4G,6.09,0.0783,71.93,47
SKU-01291,Ciena,Power,Dual (4G/5G),11.45,0.1299,329.1,6
SKU-01292,HPE Aruba,RAN,5G,27.98,0.2822,804.38,35
SKU-01293,Nokia,Small Cell,4G,16.9,0.1876,184.85,8
SKU-01294,HPE Aruba,Cabling,5G,37.4,0.3877,335.56,51
SKU-01295,NEC,Fiber,Dual (4G/5G),23.18,0.2343,385.78,88
SKU-01296,HPE Aruba,RAN,5G,39.93,0.4147,482.81,49
SKU-01297,NEC,RAN,5G,25.36,0.2608,290.2,69
SKU-01298,NEC,RAN,Dual (4G/5G),3.65,0.0526,562.22,70
SKU-01299,Juniper,Microwave,5G,20.57,0.2248,546.4,10
SKU-01300,Ericsson,Core,5G,10.29,0.108,193.66,11
SKU-01301,Juniper,Small Cell,4G,21.24,0.2295,214.29,55
SKU-01302,NEC,Edge Router,4G,4.8,0.0635,462.22,72
SKU-01303,Samsung,Optical Transport,5G,63.99,0.6533,1299.6,22
SKU-01304,Cisco,Power,Dual (4G/5G),6.91,0.0768,897.8,45
SKU-01305,NEC,RAN,4G,28.33,0.2855,255.97,73
SKU-01306,Juniper,Power,5G,17.11,0.1808,211.81,29
SKU-01307,Samsung,Power,4G,8.36,0.0857,297.4,60
SKU-01308,Juniper,Fiber,5G,17.13,0.1813,1376.24,5
SKU-01309,HPE Aruba,Small Cell,4G,41.75,0.4339,398.13,59
SKU-01310,Huawei,Optical Transport,4G,13.03,0.1503,466.43,7
SKU-01311,Ciena,Power,4G,23.21,0.2361,208.46,58
SKU-01312,Nokia,Small Cell,5G,38.82,0.3924,410.93,85
SKU-01313,Juniper,Fiber,5G,23.88,0.255,119.61,36
SKU-01314,Nokia,Edge Router,4G,25.15,0.2609,133.03,6
SKU-01315,ZTE,Small Cell,Dual (4G/5G),6.52,0.0835,429.85,69
SKU-01316,Juniper,RAN,4G,23.07,0.2461,485.0,12
SKU-01317,Huawei,Small Cell,5G,19.39,0.2086,288.65,62
SKU-01318,Nokia,RAN,Dual (4G/5G),43.86,0.4406,520.19,57
SKU-01319,NEC,Power,5G,71.31,0.7138,143.43,48
SKU-01320,Juniper,Antenna,5G,22.09,0.2272,305.36,77
SKU-01321,Ericsson,Optical Transport,4G,60.92,0.6135,241.84,32
SKU-01322,Ciena,Edge Router,5G,14.99,0.1641,376.12,23
SKU-01323,Huawei,Core,5G,40.4,0.413,316.12,60
SKU-01324,Nokia,Small Cell,Dual (4G/5G),68.91,0.6996,2469.74,24
SKU-01325,Huawei,Antenna,4G,21.27,0.229,188.18,75
SKU-01326,Samsung,Fiber,5G,26.37,0.2733,401.86,60
SKU-01327,Ciena,Power,5G,22.19,0.2328,3751.37,39
SKU-01328,NEC,Antenna,Dual (4G/5G),10.04,0.1172,657.72,23
SKU-01329,Juniper,Core,4G,27.14,0.28,390.9,85
SKU-01330,Juniper,Edge Router,Dual (4G/5G),40.53,0.407,774.79,67
SKU-01331,Juniper,Fiber,4G,24.85,0.2589,668.02,86
SKU-01332,Ciena,Core,5G,38.38,0.3954,166.82,11
SKU-01333,Ericsson,RAN,4G,19.5,0.2052,116.83,31
SKU-01334,ZTE,RAN,5G,21.35,0.2187,435.87,43
SKU-01335,Cisco,RAN,5G,4.71,0.0516,274.93,34
SKU-01336,HPE Aruba,Antenna,4G,5.49,0.0623,2487.61,27
SKU-01337,Nokia,Edge Router,4G,46.67,0.47,987.64,88
SKU-01338,Ericsson,Fiber,4G,26.98,0.2831,987.35,27
SKU-01339,NEC,Core,Dual (4G/5G),6.92,0.0815,60.58,51
SKU-01340,Nokia,Optical Transport,Dual (4G/5G),9.86,0.1112,251.64,82
SKU-01341,Juniper,Core,5G,7.73,0.0818,400.1,52
SKU-01342,Huawei,Fiber,4G,19.83,0.2032,224.05,67
SKU-01343,NEC,Cabling,5G,28.87,0.3044,244.68,13
SKU-01344,Nokia,Small Cell,5G,12.38,0.1376,328.45,27
SKU-01345,Juniper,Cabling,Dual (4G/5G),18.9,0.2065,445.69,67
SKU-01346,Nokia,Power,5G,19.51,0.2032,3515.58,78
