rma_id,sku_id,site_id,reason_code,rma_date,under_warranty
RMA-0007079,SKU-00878,ST-01436,RF_FAULT,2023-03-30,True
RMA-0007080,SKU-01062,ST-01716,NO_POWER,2024-11-07,True
RMA-0007081,SKU-02649,ST-01014,MECH_DAMAGE,2023-10-20,True
RMA-0007082,SKU-04043,ST-00984,OTHER,2025-02-03,True
RMA-0007083,SKU-03371,ST-00671,OTHER,2024-10-30,False
RMA-0007084,SKU-02152,ST-00293,INTERMITTENT,2024-06-17,True
RMA-0007085,SKU-01625,ST-01274,MECH_DAMAGE,2025-08-29,False
RMA-0007086,SKU-00875,ST-01589,DOA,2023-12-04,True
RMA-0007087,SKU-02970,ST-01168,OTHER,2024-06-11,True
RMA-0007088,SKU-00434,ST-01361,DOA,2023-05-23,True
RMA-0007089,SKU-03565,ST-00819,OTHER,2024-05-02,True
RMA-0007090,SKU-00840,ST-00816,MECH_DAMAGE,2024-09-19,False
RMA-0007091,SKU-04930,ST-01579,OTHER,2025-09-22,False
RMA-0007092,SKU-04535,ST-01090,INTERMITTENT,2024-12-13,True
RMA-0007093,SKU-02368,ST-01475,OTHER,2024-07-09,False
RMA-0007094,SKU-04123,ST-01572,INTERMITTENT,2023-12-09,False
RMA-0007095,SKU-02456,ST-00268,DOA,2024-01-23,True
RMA-0007096,SKU-00711,ST-00577,MECH_DAMAGE,2023-01-14,False
RMA-0007097,SKU-02048,ST-00474,NO_POWER,2023-09-21,True
RMA-0007098,SKU-03359,ST-00590,RF_FAULT,2025-07-14,True
RMA-0007099,SKU-03968,ST-00833,OTHER,2025-03-01,True
RMA-0007100,SKU-02477,ST-01195,INTERMITTENT,2024-09-13,True
RMA-0007101,SKU-01329,ST-00527,INTERMITTENT,2024-01-18,False
RMA-0007102,SKU-04328,ST-00291,RF_FAULT,2023-11-11,True
RMA-0007103,SKU-01852,ST-00958,FIRMWARE,2025-07-18,True
RMA-0007104,SKU-03049,ST-00340,MECH_DAMAGE,2024-02-10,True
RMA-0007105,SKU-00454,ST-00666,OTHER,2025-02-04,True
RMA-0007106,SKU-01747,ST-00792,RF_FAULT,2023-07-21,False
RMA-0007107,SKU-00753,ST-01125,NO_POWER,2024-03-02,True
RMA-0007108,SKU-03403,ST-00868,INTERMITTENT,2025-07-06,True
RMA-0007109,SKU-03397,ST-00398,NO_POWER,2023-12-01,True
RMA-0007110,SKU-04337,ST-01634,NO_POWER,2025-01-04,False
RMA-0007111,SKU-04740,ST-01676,OVERHEAT,2024-12-07,False
RMA-0007112,SKU-00770,ST-01599,FIRMWARE,2023-11-23,False
RMA-0007113,SKU-02783,ST-01020,FIRMWARE,2023-09-25,False
RMA-0007114,SKU-00190,ST-01488,RF_FAULT,2024-04-11,True
RMA-0007115,SKU-01602,ST-00162,OVERHEAT,2023-01-10,False
RMA-0007116,SKU-01339,ST-01253,INTERMITTENT,2023-11-23,True
RMA-0007117,SKU-04010,ST-01515,NO_POWER,2023-05-09,False
RMA-0007118,SKU-00476,ST-01898,DOA,2024-10-21,True
RMA-0007119,SKU-03230,ST-01775,NO_POWER,2025-09-27,True
RMA-0007120,SKU-01899,ST-00285,INTERMITTENT,2025-09-25,False
RMA-0007121,SKU-01430,ST-01421,OTHER,2025-08-17,True
RMA-0007122,SKU-03459,ST-01830,FIRMWARE,2024-03-21,True
RMA-0007123,SKU-00893,ST-00904,NO_POWER,2024-07-06,True
RMA-0007124,SKU-00173,ST-00731,RF_FAULT,2023-06-11,True
RMA-0007125,SKU-03233,ST-01073,MECH_DAMAGE,2024-06-03,True
RMA-0007126,SKU-02076,ST-01840,OTHER,2023-04-16,True
RMA-0007127,SKU-04620,ST-01569,DOA,2023-09-27,False
RMA-0007128,SKU-04014,ST-01210,OVERHEAT,2024-08-16,False
RMA-0007129,SKU-02298,ST-00412,OTHER,2023-12-30,False
RMA-0007130,SKU-01204,ST-01184,OVERHEAT,2023-09-17,True
RMA-0007131,SKU-02174,ST-00733,FIRMWARE,2024-02-01,True
RMA-0007132,SKU-02814,ST-00425,MECH_DAMAGE,2025-10-01,True
RMA-0007133,SKU-01578,ST-00771,DOA,2024-11-11,False
RMA-0007134,SKU-02809,ST-00252,NO_POWER,2023-04-03,True
RMA-0007135,SKU-01283,ST-00969,NO_POWER,2024-12-04,False
RMA-0007136,SKU-01492,ST-01395,OTHER,2023-02-23,True
RMA-0007137,SKU-03668,ST-00234,DOA,2025-09-10,False
RMA-0007138,SKU-03141,ST-01767,OVERHEAT,2023-09-26,True
RMA-0007139,SKU-03260,ST-00731,OTHER,2025-04-24,False
RMA-0007140,SKU-00920,ST-01268,NO_POWER,2023-10-20,True
RMA-0007141,SKU-00361,ST-01466,RF_FAULT,2023-06-06,True
RMA-0007142,SKU-04272,ST-01357,OTHER,2024-09-07,False
RMA-0007143,SKU-03993,ST-00688,NO_POWER,2024-05-25,True
RMA-0007144,SKU-04769,ST-00281,RF_FAULT,2024-01-11,True
RMA-0007145,SKU-01584,ST-00873,INTERMITTENT,2024-04-12,False
RMA-0007146,SKU-04354,ST-00588,INTERMITTENT,2024-07-31,False
RMA-0007147,SKU-02558,ST-00535,RF_FAULT,2024-05-30,False
RMA-0007148,SKU-04968,ST-01334,RF_FAULT,2024-02-14,True
RMA-0007149,SKU-04988,ST-01627,MECH_DAMAGE,2024-01-08,True
RMA-0007150,SKU-00520,ST-01716,DOA,2024-05-14,True
RMA-0007151,SKU-02723,ST-00470,NO_POWER,2024-03-05,True
RMA-0007152,SKU-04852,ST-00758,NO_POWER,2024-10-05,False
RMA-0007153,SKU-00841,ST-00587,OTHER,2023-12-14,False
RMA-0007154,SKU-03732,ST-01973,DOA,2023-11-10,False
RMA-0007155,SKU-04711,ST-00675,RF_FAULT,2023-05-31,False
RMA-0007156,SKU-00987,ST-00278,OVERHEAT,2023-04-27,True
RMA-0007157,SKU-00004,ST-00299,OTHER,2024-01-10,False
RMA-0007158,SKU-00026,ST-00656,MECH_DAMAGE,2024-01-19,False
RMA-0007159,SKU-00879,ST-01660,NO_POWER,2023-10-29,True
RMA-0007160,SKU-03576,ST-01108,INTERMITTENT,2025-08-01,True
RMA-0007161,SKU-02527,ST-01182,RF_FAULT,2025-07-04,False
RMA-0007162,SKU-01652,ST-01600,INTERMITTENT,2023-10-01,True
RMA-0007163,SKU-04816,ST-00577,RF_FAULT,2023-06-27,False
RMA-0007164,SKU-01061,ST-00138,NO_POWER,2024-05-17,True
RMA-0007165,SKU-03717,ST-01987,OTHER,2024-01-20,False
RMA-0007166,SKU-03558,ST-00914,OTHER,2023-05-21,True
RMA-0007167,SKU-04105,ST-00480,OTHER,2023-12-09,False
RMA-0007168,SKU-00952,ST-00341,MECH_DAMAGE,2025-01-04,False
RMA-0007169,SKU-03974,ST-01842,OTHER,2023-03-12,False
RMA-0007170,SKU-00262,ST-00963,FIRMWARE,2025-04-07,True
RMA-0007171,SKU-00222,ST-01631,INTERMITTENT,2024-06-11,True
RMA-0007172,SKU-00361,ST-01605,OTHER,2024-02-07,True
RMA-0007173,SKU-03118,ST-01759,INTERMITTENT,2025-06-19,True
RMA-0007174,SKU-01768,ST-01507,INTERMITTENT,2023-10-21,False
RMA-0007175,SKU-04352,ST-00201,INTERMITTENT,2023-08-02,False
RMA-0007176,SKU-01665,ST-00948,MECH_DAMAGE,2024-09-08,True
RMA-0007177,SKU-04821,ST-00140,OVERHEAT,2023-05-19,True
RMA-0007178,SKU-04340,ST-01950,OVERHEAT,2024-03-22,True
RMA-0007179,SKU-01392,ST-00870,RF_FAULT,2023-09-07,True
RMA-0007180,SKU-01363,ST-00590,OTHER,2023-06-20,False
RMA-0007181,SKU-04786,ST-00457,DOA,2023-06-14,True
RMA-0007182,SKU-01289,ST-01376,FIRMWARE,2024-06-01,True
RMA-0007183,SKU-03739,ST-01894,FIRMWARE,2023-08-17,False
RMA-0007184,SKU-04749,ST-01471,MECH_DAMAGE,2025-10-12,True
RMA-0007185,SKU-04578,ST-01730,OTHER,2023-09-05,True
RMA-0007186,SKU-03477,ST-01242,OTHER,2025-09-08,False
RMA-0007187,SKU-04409,ST-01567,OTHER,2025-04-16,True
RMA-0007188,SKU-04078,ST-01004,RF_FAULT,2023-12-11,True
RMA-0007189,SKU-02192,ST-00744,DOA,2023-03-25,False
RMA-0007190,SKU-02817,ST-00259,NO_POWER,2025-06-15,False
RMA-0007191,SKU-03623,ST-01626,NO_POWER,2023-11-01,True
RMA-0007192,SKU-00779,ST-00752,FIRMWARE,2023-09-03,True
RMA-0007193,SKU-02087,ST-01251,DOA,2025-04-03,False
RMA-0007194,SKU-00694,ST-01181,FIRMWARE,2024-02-25,True
RMA-0007195,SKU-02358,ST-00654,NO_POWER,2023-09-08,False
RMA-0007196,SKU-04810,ST-01148,INTERMITTENT,2024-05-13,True
RMA-0007197,SKU-00651,ST-01856,RF_FAULT,2023-01-09,True
RMA-0007198,SKU-02586,ST-01816,OVERHEAT,2025-06-20,False
RMA-0007199,SKU-02322,ST-01885,FIRMWARE,2025-04-22,True
RMA-0007200,SKU-04521,ST-00166,OTHER,2024-05-27,True
RMA-0007201,SKU-01608,ST-00054,OVERHEAT,2025-09-07,False
RMA-0007202,SKU-00137,ST-01346,FIRMWARE,2024-12-07,True
RMA-0007203,SKU-04440,ST-01959,INTERMITTENT,2023-09-06,True
RMA-0007204,SKU-02963,ST-01178,INTERMITTENT,2024-05-25,True
RMA-0007205,SKU-01246,ST-01646,INTERMITTENT,2025-08-17,True
RMA-0007206,SKU-00859,ST-01776,OVERHEAT,2025-10-02,True
RMA-0007207,SKU-02626,ST-01617,RF_FAULT,2023-11-04,True
RMA-0007208,SKU-04303,ST-00460,DOA,2023-05-12,False
RMA-0007209,SKU-04132,ST-01831,INTERMITTENT,2024-04-18,True
RMA-0007210,SKU-01025,ST-00884,OVERHEAT,2025-03-19,True
RMA-0007211,SKU-01184,ST-01520,FIRMWARE,2023-02-28,True
RMA-0007212,SKU-03325,ST-01223,FIRMWARE,2023-12-13,False
RMA-0007213,SKU-01315,ST-00852,OTHER,2024-05-06,True
RMA-0007214,SKU-04527,ST-01283,INTERMITTENT,2023-05-04,True
RMA-0007215,SKU-04170,ST-01921,FIRMWARE,2023-08-22,True
RMA-0007216,SKU-04849,ST-01403,RF_FAULT,2023-01-28,False
RMA-0007217,SKU-02588,ST-00839,OTHER,2024-04-16,False
RMA-0007218,SKU-04456,ST-01280,INTERMITTENT,2025-08-18,True
RMA-0007219,SKU-04448,ST-01200,INTERMITTENT,2025-09-17,True
RMA-0007220,SKU-01927,ST-01432,FIRMWARE,2025-07-07,False
RMA-0007221,SKU-01159,ST-00347,NO_POWER,2025-10-06,False
RMA-0007222,SKU-03015,ST-01292,FIRMWARE,2023-10-14,True
RMA-0007223,SKU-00617,ST-00076,DOA,2024-04-25,False
RMA-0007224,SKU-00501,ST-01418,RF_FAULT,2025-02-21,True
RMA-0007225,SKU-03463,ST-01460,FIRMWARE,2023-04-15,True
RMA-0007226,SKU-02233,ST-01347,DOA,2025-06-03,True
RMA-0007227,SKU-02120,ST-00228,RF_FAULT,2023-06-16,False
RMA-0007228,SKU-00779,ST-00062,OVERHEAT,2025-07-29,True
RMA-0007229,SKU-02205,ST-01840,DOA,2023-09-22,True
RMA-0007230,SKU-03242,ST-01766,FIRMWARE,2024-08-12,True
RMA-0007231,SKU-00922,ST-00535,FIRMWARE,2023-07-28,True
RMA-0007232,SKU-04588,ST-00468,MECH_DAMAGE,2024-10-09,True
RMA-0007233,SKU-03321,ST-01855,OTHER,2025-04-29,False
RMA-0007234,SKU-02852,ST-00001,OVERHEAT,2023-01-07,False
RMA-0007235,SKU-00790,ST-00755,OTHER,2024-08-16,True
RMA-0007236,SKU-02769,ST-01478,NO_POWER,2025-05-09,True
RMA-0007237,SKU-01503,ST-01945,OTHER,2025-02-07,True
RMA-0007238,SKU-00758,ST-00360,FIRMWARE,2023-04-07,True
RMA-0007239,SKU-02924,ST-00307,RF_FAULT,2023-06-18,True
RMA-0007240,SKU-00490,ST-00264,DOA,2024-03-31,True
RMA-0007241,SKU-00329,ST-00665,RF_FAULT,2023-02-17,True
RMA-0007242,SKU-04732,ST-01895,DOA,2023-10-14,False
RMA-0007243,SKU-02071,ST-00051,OTHER,2023-01-04,True
RMA-0007244,SKU-00145,ST-00928,OTHER,2024-01-12,True
RMA-0007245,SKU-04907,ST-00611,OVERHEAT,2025-08-22,True
RMA-0007246,SKU-01755,ST-01260,INTERMITTENT,2023-12-16,False
RMA-0007247,SKU-01141,ST-01320,INTERMITTENT,2025-06-04,True
RMA-0007248,SKU-03589,ST-01445,INTERMITTENT,2024-12-08,True
RMA-0007249,SKU-04590,ST-01136,NO_POWER,2024-11-20,True
RMA-0007250,SKU-03972,ST-01917,OTHER,2023-12-19,False
RMA-0007251,SKU-01476,ST-00888,OTHER,2024-07-14,False
RMA-0007252,SKU-02207,ST-01101,FIRMWARE,2024-05-26,True
RMA-0007253,SKU-04302,ST-00771,NO_POWER,2025-02-03,True
RMA-0007254,SKU-03057,ST-01031,INTERMITTENT,2023-02-15,False
RMA-0007255,SKU-03850,ST-01315,OVERHEAT,2024-04-04,True
RMA-0007256,SKU-01364,ST-00659,INTERMITTENT,2024-05-16,True
RMA-0007257,SKU-03626,ST-01797,FIRMWARE,2025-01-04,True
RMA-0007258,SKU-00146,ST-01361,NO_POWER,2025-04-17,False
RMA-0007259,SKU-02744,ST-01913,DOA,2023-01-08,True
RMA-0007260,SKU-04990,ST-00866,OVERHEAT,2025-10-02,True
RMA-0007261,SKU-00111,ST-01666,RF_FAULT,2024-03-19,False
RMA-0007262,SKU-04603,ST-01043,FIRMWARE,2023-01-26,True
RMA-0007263,SKU-01098,ST-01179,OVERHEAT,2025-05-25,True
RMA-0007264,SKU-01156,ST-00365,INTERMITTENT,2023-03-04,True
RMA-0007265,SKU-03075,ST-00034,OVERHEAT,2023-06-04,True
RMA-0007266,SKU-00251,ST-00435,OVERHEAT,2023-11-22,True
RMA-0007267,SKU-01350,ST-00616,RF_FAULT,2023-06-05,True
RMA-0007268,SKU-02972,ST-01302,MECH_DAMAGE,2025-09-07,False
RMA-0007269,SKU-00950,ST-00540,RF_FAULT,2023-05-11,True
RMA-0007270,SKU-04738,ST-01599,OTHER,2024-08-17,True
RMA-0007271,SKU-02591,ST-00729,OTHER,2024-11-02,True
RMA-0007272,SKU-02165,ST-01099,OVERHEAT,2024-10-23,True
RMA-0007273,SKU-02749,ST-00111,RF_FAULT,2024-04-10,True
RMA-0007274,SKU-03526,ST-00557,DOA,2024-12-01,True
RMA-0007275,SKU-02285,ST-01677,DOA,2023-07-25,True
RMA-0007276,SKU-01011,ST-01068,DOA,2024-07-23,True
RMA-0007277,SKU-00547,ST-01947,FIRMWARE,2025-09-18,True
RMA-0007278,SKU-03461,ST-00607,OVERHEAT,2023-09-12,False
RMA-0007279,SKU-01978,ST-00793,DOA,2023-03-31,False
RMA-0007280,SKU-04508,ST-01769,DOA,2024-06-20,False
RMA-0007281,SKU-01830,ST-01954,OTHER,2023-08-09,False
RMA-0007282,SKU-03858,ST-00760,OVERHEAT,2024-10-26,False
RMA-0007283,SKU-00416,ST-00404,MECH_DAMAGE,2023-05-26,False
RMA-0007284,SKU-01775,ST-01819,INTERMITTENT,2024-04-01,False
RMA-0007285,SKU-02914,ST-00952,OTHER,2024-02-29,True
RMA-0007286,SKU-02472,ST-00981,DOA,2023-12-31,True
RMA-0007287,SKU-04031,ST-01815,MECH_DAMAGE,2025-07-18,True
RMA-0007288,SKU-04377,ST-01483,FIRMWARE,2025-07-27,False
RMA-0007289,SKU-02246,ST-01139,RF_FAULT,2025-04-30,True
RMA-0007290,SKU-00674,ST-00633,FIRMWARE,2023-04-17,True
RMA-0007291,SKU-03979,ST-00621,MECH_DAMAGE,2023-10-13,False
RMA-0007292,SKU-03738,ST-00249,FIRMWARE,2024-08-23,True
RMA-0007293,SKU-00007,ST-01280,DOA,2025-08-30,False
RMA-0007294,SKU-02788,ST-01045,RF_FAULT,2023-01-30,True
RMA-0007295,SKU-03375,ST-00411,RF_FAULT,2025-09-28,True
RMA-0007296,SKU-01171,ST-01070,RF_FAULT,2023-06-14,True
RMA-0007297,SKU-01897,ST-00485,FIRMWARE,2025-05-01,False
RMA-0007298,SKU-03160,ST-00197,OTHER,2025-01-28,True
RMA-0007299,SKU-03498,ST-01126,RF_FAULT,2023-08-10,True
RMA-0007300,SKU-02744,ST-01643,INTERMITTENT,2025-07-24,True
RMA-0007301,SKU-02460,ST-01054,INTERMITTENT,2024-10-13,True
RMA-0007302,SKU-02188,ST-01947,RF_FAULT,2024-05-17,True
RMA-0007303,SKU-04449,ST-01370,DOA,2024-05-05,True
RMA-0007304,SKU-02892,ST-00318,FIRMWARE,2025-09-12,True
RMA-0007305,SKU-02797,ST-00305,FIRMWARE,2023-02-25,True
RMA-0007306,SKU-03996,ST-00245,INTERMITTENT,2023-09-06,False
RMA-0007307,SKU-04199,ST-00133,DOA,2023-10-17,True
RMA-0007308,SKU-03057,ST-01244,RF_FAULT,2025-05-17,True
RMA-0007309,SKU-03683,ST-01162,RF_FAULT,2025-01-17,True
RMA-0007310,SKU-01594,ST-01608,MECH_DAMAGE,2024-07-27,False
RMA-0007311,SKU-01018,ST-00480,NO_POWER,2024-12-22,True
RMA-0007312,SKU-00702,ST-01961,OVERHEAT,2024-12-07,False
RMA-0007313,SKU-00121,ST-01444,FIRMWARE,2025-06-03,True
RMA-0007314,SKU-04595,ST-01204,MECH_DAMAGE,2023-09-25,True
RMA-0007315,SKU-01813,ST-01519,RF_FAULT,2024-09-08,False
RMA-0007316,SKU-00397,ST-01615,DOA,2025-08-10,True
RMA-0007317,SKU-03633,ST-01143,FIRMWARE,2025-06-01,True
RMA-0007318,SKU-03746,ST-00821,MECH_DAMAGE,2023-02-09,True
RMA-0007319,SKU-01830,ST-01327,INTERMITTENT,2024-10-31,False
RMA-0007320,SKU-04523,ST-00492,OTHER,2024-04-14,True
RMA-0007321,SKU-00660,ST-00780,NO_POWER,2023-11-23,True
RMA-0007322,SKU-04266,ST-00739,DOA,2023-11-07,True
RMA-0007323,SKU-02475,ST-01073,OTHER,2023-06-17,False
RMA-0007324,SKU-01984,ST-00303,OTHER,2023-05-05,True
RMA-0007325,SKU-04563,ST-01405,OVERHEAT,2025-04-02,True
RMA-0007326,SKU-03114,ST-00003,FIRMWARE,2024-06-10,True
RMA-0007327,SKU-02642,ST-01674,DOA,2023-11-19,False
RMA-0007328,SKU-01263,ST-01396,MECH_DAMAGE,2024-06-19,True
RMA-0007329,SKU-00701,ST-01044,RF_FAULT,2023-11-02,True
RMA-0007330,SKU-01254,ST-00141,NO_POWER,2025-06-02,True
RMA-0007331,SKU-01577,ST-00369,DOA,2025-08-23,False
RMA-0007332,SKU-01236,ST-00408,DOA,2025-03-05,True
RMA-0007333,SKU-03634,ST-01769,INTERMITTENT,2024-01-08,False
RMA-0007334,SKU-02750,ST-01209,FIRMWARE,2023-11-04,True
RMA-0007335,SKU-01637,ST-00770,INTERMITTENT,2024-11-03,True
RMA-0007336,SKU-00518,ST-00632,RF_FAULT,2024-03-03,True
RMA-0007337,SKU-01226,ST-00866,OTHER,2023-09-15,True
RMA-0007338,SKU-00563,ST-01186,RF_FAULT,2024-05-17,True
RMA-0007339,SKU-02200,ST-01640,RF_FAULT,2023-02-14,False
RMA-0007340,SKU-04230,ST-00193,DOA,2024-05-06,False
RMA-0007341,SKU-00829,ST-00590,OTHER,2023-07-27,True
RMA-0007342,SKU-03548,ST-00044,MECH_DAMAGE,2023-05-17,True
RMA-0007343,SKU-04183,ST-00146,OTHER,2025-09-14,True
RMA-0007344,SKU-02337,ST-00453,MECH_DAMAGE,2023-03-28,True
RMA-0007345,SKU-04281,ST-01422,MECH_DAMAGE,2024-06-18,True
RMA-0007346,SKU-03660,ST-00632,NO_POWER,2025-04-19,True
RMA-0007347,SKU-00285,ST-00092,DOA,2024-08-01,False
RMA-0007348,SKU-03738,ST-00645,RF_FAULT,2024-09-14,True
RMA-0007349,SKU-02475,ST-00863,FIRMWARE,2023-04-18,True
RMA-0007350,SKU-01376,ST-00512,FIRMWARE,2023-10-01,True
RMA-0007351,SKU-02395,ST-01282,OTHER,2023-01-05,True
RMA-0007352,SKU-01606,ST-00003,INTERMITTENT,2025-10-27,True
RMA-0007353,SKU-02137,ST-01950,RF_FAULT,2024-01-15,False
RMA-0007354,SKU-00799,ST-01788,MECH_DAMAGE,2024-10-26,True
RMA-0007355,SKU-02240,ST-00184,INTERMITTENT,2024-08-15,True
RMA-0007356,SKU-01051,ST-01771,INTERMITTENT,2025-08-24,False
RMA-0007357,SKU-00468,ST-00440,OVERHEAT,2025-02-23,True
RMA-0007358,SKU-04190,ST-01875,FIRMWARE,2024-04-15,False
RMA-0007359,SKU-04929,ST-01419,OTHER,2025-05-05,True
RMA-0007360,SKU-00614,ST-01774,MECH_DAMAGE,2024-06-09,True
RMA-0007361,SKU-04357,ST-00869,OTHER,2025-04-15,False
RMA-0007362,SKU-01186,ST-00949,INTERMITTENT,2025-08-18,True
RMA-0007363,SKU-00173,ST-00688,FIRMWARE,2025-10-29,True
RMA-0007364,SKU-03652,ST-01350,RF_FAULT,2025-01-20,True
RMA-0007365,SKU-00177,ST-01681,FIRMWARE,2023-03-30,True
RMA-0007366,SKU-04796,ST-00914,OTHER,2023-02-25,True
RMA-0007367,SKU-03593,ST-01376,OTHER,2024-04-25,True
RMA-0007368,SKU-02294,ST-01659,RF_FAULT,2024-06-20,True
RMA-0007369,SKU-04537,ST-00700,DOA,2024-07-01,False
RMA-0007370,SKU-00800,ST-00051,RF_FAULT,2024-12-27,True
RMA-0007371,SKU-04185,ST-01469,DOA,2025-10-29,True
RMA-0007372,SKU-01463,ST-01228,RF_FAULT,2024-05-18,False
RMA-0007373,SKU-02936,ST-01217,INTERMITTENT,2024-07-27,True
RMA-0007374,SKU-04542,ST-01845,FIRMWARE,2024-01-10,True
RMA-0007375,SKU-03619,ST-01135,INTERMITTENT,2023-10-27,True
RMA-0007376,SKU-00570,ST-01881,FIRMWARE,2023-03-08,True
RMA-0007377,SKU-03435,ST-01501,INTERMITTENT,2025-09-14,True
RMA-0007378,SKU-04295,ST-00421,OVERHEAT,2024-11-05,True
RMA-0007379,SKU-01216,ST-00601,MECH_DAMAGE,2024-12-23,True
RMA-0007380,SKU-03054,ST-01440,OVERHEAT,2023-10-15,True
RMA-0007381,SKU-01581,ST-00260,OTHER,2025-01-05,True
RMA-0007382,SKU-02913,ST-01365,OTHER,2025-09-25,True
RMA-0007383,SKU-02365,ST-01865,INTERMITTENT,2023-08-17,False
RMA-0007384,SKU-03029,ST-00534,FIRMWARE,2025-02-02,True
RMA-0007385,SKU-02567,ST-01544,MECH_DAMAGE,2023-12-26,True
RMA-0007386,SKU-04327,ST-01056,MECH_DAMAGE,2023-01-16,True
RMA-0007387,SKU-03345,ST-01988,RF_FAULT,2025-07-12,True
RMA-0007388,SKU-00244,ST-01386,OVERHEAT,2025-02-19,False
RMA-0007389,SKU-02688,ST-01053,MECH_DAMAGE,2025-04-24,False
RMA-0007390,SKU-01472,ST-01986,OTHER,2023-04-04,True
RMA-0007391,SKU-00383,ST-01956,FIRMWARE,2023-03-18,True
RMA-0007392,SKU-02281,ST-01990,OTHER,2025-01-11,True
RMA-0007393,SKU-02508,ST-01179,OTHER,2023-08-31,False
RMA-0007394,SKU-00747,ST-00325,DOA,2025-01-13,True
RMA-0007395,SKU-03769,ST-00146,RF_FAULT,2025-09-01,True
RMA-0007396,SKU-01881,ST-00561,OVERHEAT,2024-09-01,True
RMA-0007397,SKU-03277,ST-00554,INTERMITTENT,2023-05-19,True
RMA-0007398,SKU-04782,ST-00680,FIRMWARE,2023-02-02,False
RMA-0007399,SKU-01699,ST-01446,NO_POWER,2023-10-26,False
RMA-0007400,SKU-01871,ST-00516,MECH_DAMAGE,2024-03-14,False
RMA-0007401,SKU-04673,ST-01149,RF_FAULT,2025-08-22,True
RMA-0007402,SKU-02642,ST-01395,FIRMWARE,2024-05-17,True
RMA-0007403,SKU-02598,ST-01703,RF_FAULT,2025-06-11,True
RMA-0007404,SKU-00713,ST-00674,RF_FAULT,2023-09-01,False
RMA-0007405,SKU-02659,ST-00256,OTHER,2023-04-17,False
RMA-0007406,SKU-02573,ST-00301,OVERHEAT,2025-09-28,True
RMA-0007407,SKU-00558,ST-00679,OTHER,2024-08-30,False
RMA-0007408,SKU-03082,ST-00159,FIRMWARE,2025-08-13,False
RMA-0007409,SKU-00221,ST-01065,OTHER,2025-06-16,True
RMA-0007410,SKU-03084,ST-01534,DOA,2025-04-03,True
RMA-0007411,SKU-02292,ST-00704,DOA,2023-09-16,True
RMA-0007412,SKU-00630,ST-00533,MECH_DAMAGE,2024-01-11,False
RMA-0007413,SKU-00830,ST-00261,FIRMWARE,2024-08-23,True
RMA-0007414,SKU-02935,ST-00745,FIRMWARE,2023-02-28,True
RMA-0007415,SKU-00277,ST-00566,OTHER,2023-04-24,True
RMA-0007416,SKU-02558,ST-00260,DOA,2025-09-15,False
RMA-0007417,SKU-04012,ST-00943,MECH_DAMAGE,2023-05-09,True
RMA-0007418,SKU-03990,ST-00660,OTHER,2025-03-07,False
RMA-0007419,SKU-02190,ST-01605,INTERMITTENT,2024-07-24,True
RMA-0007420,SKU-00748,ST-01831,RF_FAULT,2023-07-05,True
RMA-0007421,SKU-03255,ST-00669,OTHER,2024-05-18,False
RMA-0007422,SKU-02346,ST-01797,NO_POWER,2023-06-24,True
RMA-0007423,SKU-04113,ST-01341,MECH_DAMAGE,2024-02-27,True
RMA-0007424,SKU-03028,ST-00731,MECH_DAMAGE,2023-11-16,False
RMA-0007425,SKU-02151,ST-01956,INTERMITTENT,2024-04-19,False
RMA-0007426,SKU-00094,ST-00568,OTHER,2023-04-22,False
RMA-0007427,SKU-04380,ST-00350,OTHER,2024-05-29,False
RMA-0007428,SKU-01687,ST-01125,OTHER,2024-12-08,False
RMA-0007429,SKU-02892,ST-01467,NO_POWER,2023-06-29,True
RMA-0007430,SKU-00593,ST-01850,RF_FAULT,2024-10-26,True
RMA-0007431,SKU-03424,ST-00365,INTERMITTENT,2024-06-07,False
RMA-0007432,SKU-00693,ST-01810,RF_FAULT,2023-07-04,True
RMA-0007433,SKU-00954,ST-01654,NO_POWER,2024-07-15,True
RMA-0007434,SKU-00761,ST-01074,OTHER,2025-04-06,False
RMA-0007435,SKU-04359,ST-00699,RF_FAULT,2023-12-21,True
RMA-0007436,SKU-02782,ST-01452,MECH_DAMAGE,2023-01-14,True
RMA-0007437,SKU-00691,ST-01483,OTHER,2025-07-31,True
RMA-0007438,SKU-02297,ST-01175,DOA,2024-03-14,True
RMA-0007439,SKU-04172,ST-00062,OTHER,2023-04-23,True
RMA-0007440,SKU-03506,ST-00133,INTERMITTENT,2024-06-18,False
RMA-0007441,SKU-03074,ST-00522,INTERMITTENT,2023-06-17,True
RMA-0007442,SKU-03913,ST-01148,RF_FAULT,2024-04-06,True
RMA-0007443,SKU-04167,ST-01303,DOA,2023-01-22,False
RMA-0007444,SKU-01371,ST-00847,MECH_DAMAGE,2023-07-26,False
RMA-0007445,SKU-03864,ST-01784,DOA,2025-03-05,True
RMA-0007446,SKU-01928,ST-00034,NO_POWER,2024-02-03,True
RMA-0007447,SKU-04034,ST-00314,DOA,2025-08-20,False
RMA-0007448,SKU-03028,ST-00127,RF_FAULT,2025-01-08,True
RMA-0007449,SKU-01157,ST-00457,OTHER,2025-07-04,True
RMA-0007450,SKU-02485,ST-01325,OTHER,2023-01-09,True
RMA-0007451,SKU-01130,ST-00420,OTHER,2024-03-02,True
RMA-0007452,SKU-02314,ST-00107,DOA,2024-01-06,False
